ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,sp_count
NOR,POTA,all,-5.44711587232977e-11,1.9009968685694964e-11,deltaE per km2 per sp.,931,30997
COL,POTA,all,-5.573541417456891e-08,8.966411540916505e-09,deltaE per km2 per sp.,7634,30997
COM,POTA,all,-5.354718090071973e-08,7.204554695726459e-08,deltaE per km2 per sp.,15,30997
BRA,POTA,all,-3.433704840721082e-08,2.8416091863189664e-09,deltaE per km2 per sp.,63945,30997
FRA,POTA,all,1.2091246807139642e-08,7.643420901226511e-10,deltaE per km2 per sp.,9110,30997
COD,POTA,all,-1.877110298655807e-08,8.825402992937839e-10,deltaE per km2 per sp.,14272,30997
COG,POTA,all,-3.299750956639035e-08,2.136418269011013e-09,deltaE per km2 per sp.,1035,30997
NZL,POTA,all,-4.694094903969224e-09,6.458275131321848e-10,deltaE per km2 per sp.,3589,30997
BRN,POTA,all,0.0,1.5728093936145684e-09,deltaE per km2 per sp.,16,30997
BGR,POTA,all,1.57609219759248e-11,4.448134663842042e-11,deltaE per km2 per sp.,1652,30997
BFA,POTA,all,-2.5805736228637513e-09,1.2339696109515082e-10,deltaE per km2 per sp.,3234,30997
BDI,POTA,all,-9.834481659523088e-09,2.4254639852579748e-09,deltaE per km2 per sp.,310,30997
CPV,POTA,all,1.7306989011857319e-09,4.592974276629649e-09,deltaE per km2 per sp.,17,30997
KHM,POTA,all,-5.543998294137994e-09,4.3121956605798283e-10,deltaE per km2 per sp.,1943,30997
CMR,POTA,all,-1.4536687105833915e-07,2.7986775507412194e-08,deltaE per km2 per sp.,2402,30997
CAN,POTA,all,-3.685810824795653e-10,2.8387063024431716e-11,deltaE per km2 per sp.,18844,30997
CRI,POTA,all,4.309651215170366e-07,7.201529381863563e-07,deltaE per km2 per sp.,513,30997
CIV,POTA,all,-2.9372263695575798e-08,2.1644079349487475e-09,deltaE per km2 per sp.,3307,30997
HRV,POTA,all,-5.124678943265319e-10,1.0273527394056291e-10,deltaE per km2 per sp.,856,30997
CUB,POTA,all,2.7160090296404437e-07,3.356345082182027e-08,deltaE per km2 per sp.,1180,30997
CAF,POTA,all,-2.645052974764886e-09,1.6476330656944622e-10,deltaE per km2 per sp.,3881,30997
TCD,POTA,all,-1.0353969974288601e-08,2.3324449064014645e-10,deltaE per km2 per sp.,5996,30997
CHL,POTA,all,-1.6259430063142916e-08,1.7293315662588106e-09,deltaE per km2 per sp.,4088,30997
CHN,POTA,all,2.8291520795357714e-10,4.729529732712568e-10,deltaE per km2 per sp.,85012,30997
CYP,POTA,all,-3.2898185519383725e-09,2.6364912578836085e-09,deltaE per km2 per sp.,121,30997
CZE,POTA,all,-1.4506277674527416e-10,1.449829312330523e-11,deltaE per km2 per sp.,1400,30997
DNK,POTA,all,-7.156397730633686e-11,5.624677986033947e-12,deltaE per km2 per sp.,883,30997
DJI,POTA,all,0.0,4.773249743735581e-10,deltaE per km2 per sp.,36,30997
DMA,POTA,all,-9.400597441941096e-09,9.645063589680617e-08,deltaE per km2 per sp.,8,30997
DOM,POTA,all,-9.56869123078367e-07,2.0046072269436848e-07,deltaE per km2 per sp.,537,30997
ECU,POTA,all,-2.3381961777711455e-08,1.1576787503918244e-08,deltaE per km2 per sp.,2274,30997
EGY,POTA,all,-1.8108620106717459e-09,2.527397377163982e-10,deltaE per km2 per sp.,1316,30997
SLV,POTA,all,-1.7735201899814188e-07,5.1509503228526584e-08,deltaE per km2 per sp.,247,30997
GNQ,POTA,all,-1.834324159233347e-08,5.2521872380493674e-09,deltaE per km2 per sp.,27,30997
ERI,POTA,all,-6.117354220370748e-08,1.6164698664219053e-08,deltaE per km2 per sp.,707,30997
EST,POTA,all,1.3927923948632466e-11,6.57879027978228e-11,deltaE per km2 per sp.,887,30997
ETH,POTA,all,-1.128395040078743e-08,8.181812745808179e-10,deltaE per km2 per sp.,8959,30997
FJI,POTA,all,-4.7586984292663505e-08,9.499426847438307e-09,deltaE per km2 per sp.,100,30997
FIN,POTA,all,3.8820612163578996e-09,8.347707935672461e-10,deltaE per km2 per sp.,1946,30997
GAB,POTA,all,-7.098122612234556e-08,6.211868449543501e-09,deltaE per km2 per sp.,332,30997
GMB,POTA,all,-8.39102387226221e-09,1.0177360204929522e-09,deltaE per km2 per sp.,127,30997
MAR,POTA,all,-2.697568984037641e-08,2.1644058586455713e-09,deltaE per km2 per sp.,3278,30997
MOZ,POTA,all,-3.217459548222705e-08,2.074904069140652e-09,deltaE per km2 per sp.,8259,30997
NAM,POTA,all,-1.698922056172601e-08,7.579954998703534e-10,deltaE per km2 per sp.,3007,30997
GEO,POTA,all,6.681454298813131e-09,1.1334649193951315e-09,deltaE per km2 per sp.,977,30997
DEU,POTA,all,-8.028212663520864e-11,1.7970368238861216e-11,deltaE per km2 per sp.,6466,30997
GHA,POTA,all,-1.053636274383123e-08,1.0489241814252991e-09,deltaE per km2 per sp.,2466,30997
GRC,POTA,all,-1.8441228830645255e-09,1.2312901562502518e-09,deltaE per km2 per sp.,1954,30997
GRL,POTA,all,,,deltaE per km2 per sp.,,30997
GRD,POTA,all,-7.941082312576992e-22,4.901443069074652e-10,deltaE per km2 per sp.,5,30997
NRU,POTA,all,,,deltaE per km2 per sp.,,30997
GTM,POTA,all,-3.0507794175884917e-07,1.193468211928102e-07,deltaE per km2 per sp.,1156,30997
NPL,POTA,all,-2.0812182951086137e-09,2.0811870965216276e-09,deltaE per km2 per sp.,1653,30997
GIN,POTA,all,-3.0582742635406166e-08,4.060998992289587e-09,deltaE per km2 per sp.,2537,30997
GNB,POTA,all,-5.889630242593095e-09,6.453920050878571e-10,deltaE per km2 per sp.,311,30997
GUY,POTA,all,-5.304573709578749e-09,2.5506902393849985e-09,deltaE per km2 per sp.,407,30997
HTI,POTA,all,-1.0936740982061186e-07,1.3561623239722942e-07,deltaE per km2 per sp.,330,30997
JOR,POTA,all,-4.961942485111592e-07,1.4535790662911398e-07,deltaE per km2 per sp.,266,30997
HND,POTA,all,-5.423569420408605e-08,8.894426769601591e-09,deltaE per km2 per sp.,1178,30997
HUN,POTA,all,-1.0548739215508867e-10,1.146080281833603e-11,deltaE per km2 per sp.,1572,30997
ISL,POTA,all,-1.3937381629342963e-12,3.147339383640211e-13,deltaE per km2 per sp.,47,30997
IDN,POTA,all,-1.1340823059058176e-07,5.041537358081122e-09,deltaE per km2 per sp.,11329,30997
IRN,POTA,all,-1.7518843571016716e-08,1.5594110467614177e-09,deltaE per km2 per sp.,11250,30997
IRQ,POTA,all,-4.831752243941344e-10,4.591947400626027e-11,deltaE per km2 per sp.,3165,30997
IRL,POTA,all,-3.080843265862229e-11,3.962003727827116e-12,deltaE per km2 per sp.,1330,30997
KAZ,POTA,all,-6.282540683141851e-09,2.4575118563273796e-10,deltaE per km2 per sp.,19691,30997
KEN,POTA,all,-8.093669610732439e-10,3.264858686944905e-09,deltaE per km2 per sp.,5410,30997
KIR,POTA,all,,,deltaE per km2 per sp.,,30997
PRK,POTA,all,-5.30454614538917e-10,6.170238281821061e-11,deltaE per km2 per sp.,1643,30997
KOR,POTA,all,-5.808523484348392e-09,2.562535646862352e-09,deltaE per km2 per sp.,1291,30997
XKX,POTA,all,-4.370219409265773e-10,1.817017603614531e-10,deltaE per km2 per sp.,172,30997
SRB,POTA,all,-1.8504453470044856e-10,3.0045845167218284e-11,deltaE per km2 per sp.,1235,30997
SYC,POTA,all,0.0,0.0,deltaE per km2 per sp.,1,30997
SLE,POTA,all,-3.6790880421987635e-08,2.3902173709392856e-09,deltaE per km2 per sp.,779,30997
SGP,POTA,all,-1.748667557421868e-07,5.191959637549053e-08,deltaE per km2 per sp.,5,30997
ITA,POTA,all,-1.740666629287953e-10,4.2527646391475995e-10,deltaE per km2 per sp.,4397,30997
JAM,POTA,all,-1.9266117160966694e-07,7.983811949771145e-08,deltaE per km2 per sp.,113,30997
JPN,POTA,all,3.260892821630379e-08,4.514401012240394e-09,deltaE per km2 per sp.,4133,30997
KGZ,POTA,all,6.147013436841707e-09,2.7869188955283197e-09,deltaE per km2 per sp.,2133,30997
LAO,POTA,all,9.191685406279896e-08,1.9686183893113552e-08,deltaE per km2 per sp.,2323,30997
LVA,POTA,all,5.277821571797965e-10,1.1103961924878851e-10,deltaE per km2 per sp.,1283,30997
LBN,POTA,all,-4.393276557776584e-09,2.0521047748246843e-09,deltaE per km2 per sp.,144,30997
LSO,POTA,all,3.01567837228854e-08,4.736527008671402e-09,deltaE per km2 per sp.,339,30997
LBR,POTA,all,-3.0461183836768323e-08,3.5241217535461834e-09,deltaE per km2 per sp.,393,30997
LBY,POTA,all,-1.746060571121049e-09,2.3465143954798955e-10,deltaE per km2 per sp.,1332,30997
LIE,POTA,all,-2.083765132665505e-09,8.631793880265074e-10,deltaE per km2 per sp.,2,30997
LTU,POTA,all,-1.1361439560947334e-10,9.17199060368022e-12,deltaE per km2 per sp.,1289,30997
LUX,POTA,all,-2.6015370699741633e-10,3.560650573973754e-10,deltaE per km2 per sp.,46,30997
MCO,POTA,all,,,deltaE per km2 per sp.,,30997
MNG,POTA,all,-3.220454721060735e-10,1.964222511330164e-11,deltaE per km2 per sp.,2078,30997
MNE,POTA,all,-6.305309593403247e-10,4.6088300219657004e-10,deltaE per km2 per sp.,212,30997
MKD,POTA,all,1.1328415757268151e-09,3.123986095878079e-10,deltaE per km2 per sp.,387,30997
MDG,POTA,all,-6.230974174599401e-07,9.216249036914845e-08,deltaE per km2 per sp.,6742,30997
MWI,POTA,all,1.854361901193503e-10,5.30022048692455e-09,deltaE per km2 per sp.,1159,30997
MYS,POTA,all,-7.598710247969035e-08,9.51824717871157e-09,deltaE per km2 per sp.,2160,30997
MDV,POTA,all,,,deltaE per km2 per sp.,,30997
MLI,POTA,all,-8.929910843887006e-09,2.4558895251228897e-10,deltaE per km2 per sp.,5743,30997
MLT,POTA,all,-4.2192376865546704e-11,4.660914904541629e-11,deltaE per km2 per sp.,6,30997
MHL,POTA,all,,,deltaE per km2 per sp.,,30997
MRT,POTA,all,-2.327953665467827e-09,1.8321150985250275e-10,deltaE per km2 per sp.,1629,30997
MUS,POTA,all,1.2587439282441296e-07,1.4789240444986255e-07,deltaE per km2 per sp.,22,30997
MEX,POTA,all,-4.313399671081368e-08,3.674836267483144e-09,deltaE per km2 per sp.,18260,30997
FSM,POTA,all,,,deltaE per km2 per sp.,,30997
MDA,POTA,all,-4.4769876823163164e-10,1.9523790351554915e-11,deltaE per km2 per sp.,576,30997
NIC,POTA,all,-2.381461268000114e-08,2.5440895014805734e-09,deltaE per km2 per sp.,1246,30997
OMN,POTA,all,-2.301615099606895e-09,5.525993890267693e-10,deltaE per km2 per sp.,372,30997
PAK,POTA,all,3.89926571348696e-10,5.378875368248749e-09,deltaE per km2 per sp.,6685,30997
PLW,POTA,all,,,deltaE per km2 per sp.,,30997
PAN,POTA,all,-5.5155252733800406e-08,1.0772249502226266e-08,deltaE per km2 per sp.,595,30997
PNG,POTA,all,-9.544552078444049e-09,5.154691648643677e-09,deltaE per km2 per sp.,1766,30997
PRY,POTA,all,-4.210117349855689e-09,2.70307807326004e-10,deltaE per km2 per sp.,3396,30997
PER,POTA,all,-1.3969941041242075e-08,3.010990415339617e-09,deltaE per km2 per sp.,7306,30997
PHL,POTA,all,-3.616526301698218e-07,2.0331378088765407e-08,deltaE per km2 per sp.,3262,30997
POL,POTA,all,-1.4491262417809926e-10,7.269016722331734e-12,deltaE per km2 per sp.,5818,30997
PRT,POTA,all,-1.0130616128476668e-10,3.5457141064475024e-10,deltaE per km2 per sp.,1386,30997
ROU,POTA,all,-8.779411657820636e-11,3.163600429042307e-11,deltaE per km2 per sp.,3653,30997
RUS,POTA,all,1.229572592226439e-11,1.1189137136236699e-11,deltaE per km2 per sp.,65700,30997
RWA,POTA,all,-1.9677285286426868e-08,1.1971879844307504e-08,deltaE per km2 per sp.,288,30997
WSM,POTA,all,,,deltaE per km2 per sp.,,30997
SMR,POTA,all,-4.270967191022379e-10,0.0,deltaE per km2 per sp.,1,30997
TON,POTA,all,-1.1003403521669952e-08,0.0,deltaE per km2 per sp.,1,30997
TTO,POTA,all,-2.0536836984903174e-07,6.325707888913551e-08,deltaE per km2 per sp.,47,30997
TUN,POTA,all,-5.939128274018004e-09,1.5176667056747224e-09,deltaE per km2 per sp.,1138,30997
TKM,POTA,all,-1.7622997962746926e-08,2.532000804754679e-09,deltaE per km2 per sp.,2175,30997
STP,POTA,all,5.4563401831410254e-15,2.8340809443788527e-07,deltaE per km2 per sp.,8,30997
SAU,POTA,all,-7.73660818617037e-09,7.751347237327284e-10,deltaE per km2 per sp.,2624,30997
SEN,POTA,all,-9.677932285159734e-09,5.235385944371901e-10,deltaE per km2 per sp.,2034,30997
SVK,POTA,all,5.776694341730411e-10,1.5521961730473857e-10,deltaE per km2 per sp.,800,30997
SVN,POTA,all,-2.90818452162865e-09,4.2196368583295054e-10,deltaE per km2 per sp.,327,30997
SLB,POTA,all,,,deltaE per km2 per sp.,,30997
SOM,POTA,all,-5.260036762430851e-08,2.0798927475636565e-09,deltaE per km2 per sp.,3015,30997
ZAF,POTA,all,-2.89660221649249e-07,1.1955088538453122e-08,deltaE per km2 per sp.,12258,30997
SSD,POTA,all,-2.828463025547187e-08,1.0553519705276922e-09,deltaE per km2 per sp.,4887,30997
ESP,POTA,all,2.0298741955224753e-09,7.982944031767543e-10,deltaE per km2 per sp.,7586,30997
LKA,POTA,all,-2.0300199447780177e-07,2.7509430405050223e-07,deltaE per km2 per sp.,764,30997
KNA,POTA,all,-1.902248675637341e-07,2.1367113336761949e-07,deltaE per km2 per sp.,3,30997
LCA,POTA,all,-4.362433969617996e-07,1.4939541913376027e-07,deltaE per km2 per sp.,7,30997
VCT,POTA,all,0.0,,deltaE per km2 per sp.,3,30997
SDN,POTA,all,-5.505792047478492e-09,3.364778792413149e-10,deltaE per km2 per sp.,9727,30997
SUR,POTA,all,0.0,7.86669974673088e-09,deltaE per km2 per sp.,133,30997
SWZ,POTA,all,3.7222542562492744e-08,4.993184303132166e-09,deltaE per km2 per sp.,231,30997
SWE,POTA,all,-1.7722027433171964e-10,2.5062355599296736e-11,deltaE per km2 per sp.,2415,30997
CHE,POTA,all,-1.3164177233841273e-09,1.5858083555706414e-10,deltaE per km2 per sp.,524,30997
SYR,POTA,all,3.927693254884237e-06,1.0651080380275706e-06,deltaE per km2 per sp.,1912,30997
TWN,POTA,all,-3.3116535361937087e-07,2.7431444519909854e-08,deltaE per km2 per sp.,423,30997
TJK,POTA,all,5.808688037492387e-08,1.3939749572822027e-08,deltaE per km2 per sp.,714,30997
TZA,POTA,all,-3.202525105217085e-08,6.860835034470883e-09,deltaE per km2 per sp.,9590,30997
THA,POTA,all,-4.528862206873037e-08,2.9176916352417365e-09,deltaE per km2 per sp.,5559,30997
TLS,POTA,all,-2.880734776482288e-07,2.8695985611488506e-08,deltaE per km2 per sp.,171,30997
TGO,POTA,all,-8.867616570358437e-09,1.5476368663723148e-09,deltaE per km2 per sp.,637,30997
TUV,POTA,all,,,deltaE per km2 per sp.,,30997
UGA,POTA,all,-9.561121487659689e-09,4.695359179259039e-09,deltaE per km2 per sp.,2451,30997
URY,POTA,all,-1.3062240340194377e-08,6.775700366996864e-10,deltaE per km2 per sp.,2350,30997
UZB,POTA,all,-1.8426613487880187e-08,2.301370451484139e-09,deltaE per km2 per sp.,2369,30997
VUT,POTA,all,-6.6458160826362205e-09,7.549449839181537e-09,deltaE per km2 per sp.,71,30997
VAT,POTA,all,,,deltaE per km2 per sp.,,30997
VEN,POTA,all,-2.1982598032654632e-08,1.5157671477662638e-08,deltaE per km2 per sp.,5578,30997
VNM,POTA,all,-3.945010155670385e-09,7.03096744450245e-08,deltaE per km2 per sp.,3575,30997
ZMB,POTA,all,-5.4389691534292865e-09,2.564556006502127e-10,deltaE per km2 per sp.,7259,30997
ZWE,POTA,all,-8.874551331736208e-09,7.708617980846073e-10,deltaE per km2 per sp.,4541,30997
YEM,POTA,all,-6.585043355532672e-08,6.174773283804902e-09,deltaE per km2 per sp.,1406,30997
UKR,POTA,all,-1.0728770275376795e-10,1.4103394155262176e-10,deltaE per km2 per sp.,10367,30997
BHR,POTA,all,-3.1569481934973444e-10,1.3293009698370772e-09,deltaE per km2 per sp.,5,30997
KWT,POTA,all,-5.640903427616503e-11,1.5958616259072954e-10,deltaE per km2 per sp.,28,30997
QAT,POTA,all,-7.009164800751861e-10,1.622936141177495e-10,deltaE per km2 per sp.,74,30997
ARE,POTA,all,-1.5897695476438404e-09,8.975169180817779e-10,deltaE per km2 per sp.,307,30997
TUR,POTA,all,5.38705250732334e-10,3.399341831448219e-10,deltaE per km2 per sp.,11377,30997
ISR,POTA,all,-5.786442460432259e-09,4.122726858289091e-09,deltaE per km2 per sp.,168,30997
BGD,POTA,all,-1.3776324409947538e-09,3.626884461020656e-10,deltaE per km2 per sp.,1751,30997
MMR,POTA,all,-1.5278645248310557e-08,1.318025906093027e-09,deltaE per km2 per sp.,7498,30997
IND,POTA,all,-1.750776676304424e-09,2.89378653494091e-09,deltaE per km2 per sp.,37381,30997
BEN,POTA,all,-2.6087353256954885e-09,2.4229163287860375e-10,deltaE per km2 per sp.,1281,30997
NER,POTA,all,-2.837473113037874e-09,2.0020942920630836e-10,deltaE per km2 per sp.,3796,30997
NGA,POTA,all,1.8335285552413482e-09,1.1825300262645473e-09,deltaE per km2 per sp.,10538,30997
111,POTA,all,-4.224824334329454e-10,7.630195356488642e-12,deltaE per km2 per sp.,125,30997
112,POTA,all,-3.920935125357817e-11,1.006084440321709e-11,deltaE per km2 per sp.,77,30997
113,POTA,all,-3.3112292180610303e-21,1.1975260171458905e-10,deltaE per km2 per sp.,15,30997
114,POTA,all,,,deltaE per km2 per sp.,,30997
115,POTA,all,,,deltaE per km2 per sp.,,30997
116,POTA,all,-1.0655937643377911e-07,0.0,deltaE per km2 per sp.,1,30997
117,POTA,all,-1.4055352645824657e-11,7.246811437364961e-12,deltaE per km2 per sp.,9,30997
118,POTA,all,1.2259350796012387e-11,6.705066804293645e-12,deltaE per km2 per sp.,6,30997
119,POTA,all,0.0,,deltaE per km2 per sp.,1,30997
120,POTA,all,,,deltaE per km2 per sp.,,30997
121,POTA,all,,,deltaE per km2 per sp.,,30997
122,POTA,all,,,deltaE per km2 per sp.,,30997
123,POTA,all,,,deltaE per km2 per sp.,,30997
124,POTA,all,,,deltaE per km2 per sp.,,30997
125,POTA,all,,,deltaE per km2 per sp.,,30997
126,POTA,all,,,deltaE per km2 per sp.,,30997
127,POTA,all,,,deltaE per km2 per sp.,,30997
128,POTA,all,,,deltaE per km2 per sp.,,30997
129,POTA,all,-3.863788589010561e-08,2.071187770531591e-08,deltaE per km2 per sp.,74,30997
ESH,POTA,all,,,deltaE per km2 per sp.,,30997
AFG,OPUL,all,-1.1263406694962749e-07,8.092973436685134e-09,deltaE per km2 per sp.,6700,30997
GBR,OPUL,all,5.602932260489636e-09,6.686782396624806e-10,deltaE per km2 per sp.,4875,30997
ALB,OPUL,all,-1.0887101079860873e-09,1.4683706653439859e-09,deltaE per km2 per sp.,437,30997
DZA,OPUL,all,-4.282721339339591e-09,4.024949790547393e-10,deltaE per km2 per sp.,3523,30997
USA,OPUL,all,-4.330132475316292e-09,2.2160647732379243e-10,deltaE per km2 per sp.,87161,30997
ATA,OPUL,all,,,deltaE per km2 per sp.,,30997
ATG,OPUL,all,0.0,,deltaE per km2 per sp.,4,30997
ARG,OPUL,all,-8.352818219793307e-09,4.0631078900080916e-10,deltaE per km2 per sp.,17941,30997
AND,OPUL,all,-1.3997978470792205e-10,7.940893240538447e-11,deltaE per km2 per sp.,2,30997
AGO,OPUL,all,-1.0692224452849861e-08,3.75943002300332e-10,deltaE per km2 per sp.,10824,30997
ARM,OPUL,all,-1.6842295327342441e-09,2.8106593067627636e-10,deltaE per km2 per sp.,436,30997
NLD,OPUL,all,-4.483361094416741e-11,2.3978472813443657e-11,deltaE per km2 per sp.,676,30997
AUS,OPUL,all,3.9846652197218045e-09,2.1426085060988265e-09,deltaE per km2 per sp.,24327,30997
AUT,OPUL,all,-1.6835587540820118e-09,1.4784545467234376e-10,deltaE per km2 per sp.,1206,30997
AZE,OPUL,all,-2.0749658933206053e-09,4.381750863385623e-10,deltaE per km2 per sp.,1288,30997
BHS,OPUL,all,3.81122424047292e-11,3.3006258396547984e-11,deltaE per km2 per sp.,4,30997
BRB,OPUL,all,-1.3671577954429828e-21,5.275903010425702e-07,deltaE per km2 per sp.,6,30997
BLR,OPUL,all,-3.8384436784294525e-12,1.4486992716770679e-11,deltaE per km2 per sp.,3941,30997
BEL,OPUL,all,-3.3545631781838025e-10,3.565981080694759e-11,deltaE per km2 per sp.,560,30997
BLZ,OPUL,all,-1.712638164530568e-08,3.856351090381987e-09,deltaE per km2 per sp.,158,30997
BTN,OPUL,all,-2.2960449832786408e-08,5.984054528953837e-09,deltaE per km2 per sp.,360,30997
BOL,OPUL,all,-1.6267732805492993e-08,2.9070086641053934e-09,deltaE per km2 per sp.,8798,30997
BIH,OPUL,all,-2.2984791941921964e-09,3.4886303478783086e-10,deltaE per km2 per sp.,808,30997
BWA,OPUL,all,-4.160456532636912e-08,1.864573104895185e-09,deltaE per km2 per sp.,3173,30997
NOR,OPUL,all,-5.4702229678604954e-11,8.6432634321784e-12,deltaE per km2 per sp.,931,30997
COL,OPUL,all,-2.2272952907923805e-08,6.713107784207801e-09,deltaE per km2 per sp.,7634,30997
COM,OPUL,all,-6.50972348603704e-08,3.09340501663143e-08,deltaE per km2 per sp.,15,30997
BRA,OPUL,all,-2.937057982212791e-08,1.730049314906481e-09,deltaE per km2 per sp.,63945,30997
FRA,OPUL,all,2.2729909111933405e-09,3.5086877581699747e-10,deltaE per km2 per sp.,9110,30997
COD,OPUL,all,-3.783965080302009e-07,3.185732667665132e-08,deltaE per km2 per sp.,14272,30997
COG,OPUL,all,-5.010498385002668e-08,3.418627679005423e-09,deltaE per km2 per sp.,1035,30997
NZL,OPUL,all,-4.980644575485989e-09,6.396945373618522e-10,deltaE per km2 per sp.,3589,30997
BRN,OPUL,all,0.0,1.5728093936145684e-09,deltaE per km2 per sp.,16,30997
BGR,OPUL,all,-4.0946424367463686e-09,3.024339704135588e-10,deltaE per km2 per sp.,1652,30997
BFA,OPUL,all,-7.553177446789427e-10,1.0201440409661189e-10,deltaE per km2 per sp.,3234,30997
BDI,OPUL,all,-5.8215853269985425e-09,1.4459721878837152e-09,deltaE per km2 per sp.,310,30997
CPV,OPUL,all,1.7306989011857319e-09,4.592974276629649e-09,deltaE per km2 per sp.,17,30997
KHM,OPUL,all,-5.544003105274296e-09,4.3121883728233784e-10,deltaE per km2 per sp.,1943,30997
CMR,OPUL,all,1.9782061466930832e-07,2.873276738709612e-08,deltaE per km2 per sp.,2402,30997
CAN,OPUL,all,-1.6480547439608314e-10,1.1094995388146436e-11,deltaE per km2 per sp.,18844,30997
CRI,OPUL,all,-5.508456960500385e-08,4.568917712456384e-08,deltaE per km2 per sp.,513,30997
CIV,OPUL,all,-3.8896554454115053e-08,3.009276573991771e-09,deltaE per km2 per sp.,3307,30997
HRV,OPUL,all,-4.100738986875037e-09,7.122710449485934e-10,deltaE per km2 per sp.,856,30997
CUB,OPUL,all,-2.7001285170684506e-07,2.3557870533786988e-08,deltaE per km2 per sp.,1180,30997
CAF,OPUL,all,2.921249450471865e-09,3.505255794039697e-10,deltaE per km2 per sp.,3881,30997
TCD,OPUL,all,-3.994674852236146e-08,1.0053745112457837e-09,deltaE per km2 per sp.,5996,30997
CHL,OPUL,all,-1.3943834823593113e-08,1.2478564521484221e-09,deltaE per km2 per sp.,4088,30997
CHN,OPUL,all,5.1442573540968185e-09,6.606204504883576e-10,deltaE per km2 per sp.,85012,30997
CYP,OPUL,all,-8.17879983625135e-08,1.8473017447562796e-07,deltaE per km2 per sp.,121,30997
CZE,OPUL,all,-1.1089114655179683e-10,1.734557372872882e-11,deltaE per km2 per sp.,1400,30997
DNK,OPUL,all,-6.974955989629312e-11,5.21915308330082e-12,deltaE per km2 per sp.,883,30997
DJI,OPUL,all,0.0,4.773249743735581e-10,deltaE per km2 per sp.,36,30997
DMA,OPUL,all,0.0,,deltaE per km2 per sp.,8,30997
DOM,OPUL,all,1.858559487614063e-07,7.877004271459706e-08,deltaE per km2 per sp.,537,30997
ECU,OPUL,all,2.5812102525384817e-08,7.657275239822847e-09,deltaE per km2 per sp.,2274,30997
EGY,OPUL,all,-1.4599237018870767e-09,1.819296666618926e-10,deltaE per km2 per sp.,1316,30997
SLV,OPUL,all,-1.1641390803387558e-07,2.8796569740883355e-08,deltaE per km2 per sp.,247,30997
GNQ,OPUL,all,-1.834324159233347e-08,5.2521872380493674e-09,deltaE per km2 per sp.,27,30997
ERI,OPUL,all,3.858982216505063e-09,5.825359893711424e-09,deltaE per km2 per sp.,707,30997
EST,OPUL,all,-1.2261618951416686e-10,1.8682594519537876e-11,deltaE per km2 per sp.,887,30997
ETH,OPUL,all,-2.2134992188404993e-09,3.320496013362232e-10,deltaE per km2 per sp.,8959,30997
FJI,OPUL,all,-4.7586984292663505e-08,9.499426847438307e-09,deltaE per km2 per sp.,100,30997
