ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,sp_count
AFG,SUGB,all,-1.1059008967918424e-09,1.4852351663606338e-10,deltaE per km2 per sp.,1226,30995
GBR,SUGB,all,-6.878628886213169e-11,8.153798154544295e-12,deltaE per km2 per sp.,2695,30995
ALB,SUGB,all,-8.813238496420223e-10,1.399611178027781e-10,deltaE per km2 per sp.,87,30995
DZA,SUGB,all,3.612271210657807e-11,8.698167164388665e-11,deltaE per km2 per sp.,3,30995
USA,SUGB,all,-3.213983966851895e-10,1.9895714540283898e-10,deltaE per km2 per sp.,8368,30995
ATA,SUGB,all,,,deltaE per km2 per sp.,,30995
ATG,SUGB,all,,,deltaE per km2 per sp.,,30995
ARG,SUGB,all,,,deltaE per km2 per sp.,,30995
AND,SUGB,all,0.0,,deltaE per km2 per sp.,3,30995
AGO,SUGB,all,,,deltaE per km2 per sp.,,30995
ARM,SUGB,all,-9.542416630372039e-10,3.441376033758266e-10,deltaE per km2 per sp.,434,30995
NLD,SUGB,all,-4.871158556993407e-11,3.713680660445224e-12,deltaE per km2 per sp.,265,30995
AUS,SUGB,all,,,deltaE per km2 per sp.,,30995
AUT,SUGB,all,-1.9954792437285212e-10,4.424727370536026e-11,deltaE per km2 per sp.,919,30995
AZE,SUGB,all,-3.2264477707272706e-10,1.3916977018759045e-10,deltaE per km2 per sp.,1143,30995
BHS,SUGB,all,,,deltaE per km2 per sp.,,30995
BRB,SUGB,all,,,deltaE per km2 per sp.,,30995
BLR,SUGB,all,-1.2110196677034616e-10,6.764627527718642e-12,deltaE per km2 per sp.,3973,30995
BEL,SUGB,all,-1.3401379643367232e-10,7.242386212136403e-12,deltaE per km2 per sp.,330,30995
BLZ,SUGB,all,,,deltaE per km2 per sp.,,30995
BTN,SUGB,all,,,deltaE per km2 per sp.,,30995
BOL,SUGB,all,,,deltaE per km2 per sp.,,30995
BIH,SUGB,all,-8.932882250094039e-11,1.8824083188778233e-10,deltaE per km2 per sp.,172,30995
BWA,SUGB,all,,,deltaE per km2 per sp.,,30995
NOR,SUGB,all,-2.6595886604141583e-10,0.0,deltaE per km2 per sp.,1,30995
COL,SUGB,all,-4.89143296041572e-08,4.781316767509647e-08,deltaE per km2 per sp.,1471,30995
COM,SUGB,all,,,deltaE per km2 per sp.,,30995
BRA,SUGB,all,0.0,,deltaE per km2 per sp.,1,30995
FRA,SUGB,all,-2.117016023695358e-10,1.429867837833807e-10,deltaE per km2 per sp.,8780,30995
COD,SUGB,all,,,deltaE per km2 per sp.,,30995
COG,SUGB,all,,,deltaE per km2 per sp.,,30995
NZL,SUGB,all,,,deltaE per km2 per sp.,,30995
BRN,SUGB,all,,,deltaE per km2 per sp.,,30995
BGR,SUGB,all,-1.5761230351398548e-10,1.2118269698775267e-10,deltaE per km2 per sp.,8,30995
BFA,SUGB,all,,,deltaE per km2 per sp.,,30995
BDI,SUGB,all,,,deltaE per km2 per sp.,,30995
CPV,SUGB,all,,,deltaE per km2 per sp.,,30995
KHM,SUGB,all,,,deltaE per km2 per sp.,,30995
CMR,SUGB,all,,,deltaE per km2 per sp.,,30995
CAN,SUGB,all,-1.5801201162409377e-10,3.518723887263227e-12,deltaE per km2 per sp.,6691,30995
CRI,SUGB,all,,,deltaE per km2 per sp.,,30995
CIV,SUGB,all,,,deltaE per km2 per sp.,,30995
HRV,SUGB,all,-2.1664911685004492e-10,6.657156352417632e-11,deltaE per km2 per sp.,761,30995
CUB,SUGB,all,,,deltaE per km2 per sp.,,30995
CAF,SUGB,all,,,deltaE per km2 per sp.,,30995
TCD,SUGB,all,,,deltaE per km2 per sp.,,30995
CHL,SUGB,all,-3.230316643187715e-09,1.0156484824671373e-09,deltaE per km2 per sp.,1821,30995
CHN,SUGB,all,-6.14210189960373e-10,1.4166701158066633e-09,deltaE per km2 per sp.,40694,30995
CYP,SUGB,all,,,deltaE per km2 per sp.,,30995
CZE,SUGB,all,-1.7128915655512498e-10,7.114558324496041e-12,deltaE per km2 per sp.,1402,30995
DNK,SUGB,all,-6.332414327652798e-11,3.697669334879582e-12,deltaE per km2 per sp.,161,30995
DJI,SUGB,all,,,deltaE per km2 per sp.,,30995
DMA,SUGB,all,,,deltaE per km2 per sp.,,30995
DOM,SUGB,all,,,deltaE per km2 per sp.,,30995
ECU,SUGB,all,-2.824184430673618e-08,4.079315387310751e-09,deltaE per km2 per sp.,1226,30995
EGY,SUGB,all,-8.565712518365787e-10,9.098496217900371e-11,deltaE per km2 per sp.,1798,30995
SLV,SUGB,all,,,deltaE per km2 per sp.,,30995
GNQ,SUGB,all,,,deltaE per km2 per sp.,,30995
ERI,SUGB,all,,,deltaE per km2 per sp.,,30995
EST,SUGB,all,,,deltaE per km2 per sp.,,30995
ETH,SUGB,all,,,deltaE per km2 per sp.,,30995
FJI,SUGB,all,,,deltaE per km2 per sp.,,30995
FIN,SUGB,all,-6.292058648355018e-11,2.3218837280498476e-12,deltaE per km2 per sp.,1939,30995
GAB,SUGB,all,,,deltaE per km2 per sp.,,30995
GMB,SUGB,all,,,deltaE per km2 per sp.,,30995
MAR,SUGB,all,-1.3321473697456757e-09,2.560953688696316e-10,deltaE per km2 per sp.,4989,30995
MOZ,SUGB,all,,,deltaE per km2 per sp.,,30995
NAM,SUGB,all,,,deltaE per km2 per sp.,,30995
GEO,SUGB,all,-9.321202698586717e-10,3.156193362219284e-10,deltaE per km2 per sp.,2,30995
DEU,SUGB,all,-1.4194047338464864e-10,3.385656532553155e-12,deltaE per km2 per sp.,5734,30995
GHA,SUGB,all,,,deltaE per km2 per sp.,,30995
GRC,SUGB,all,-6.744256910235457e-10,4.102636067737544e-11,deltaE per km2 per sp.,455,30995
GRL,SUGB,all,,,deltaE per km2 per sp.,,30995
GRD,SUGB,all,,,deltaE per km2 per sp.,,30995
NRU,SUGB,all,,,deltaE per km2 per sp.,,30995
GTM,SUGB,all,,,deltaE per km2 per sp.,,30995
NPL,SUGB,all,,,deltaE per km2 per sp.,,30995
GIN,SUGB,all,,,deltaE per km2 per sp.,,30995
GNB,SUGB,all,,,deltaE per km2 per sp.,,30995
GUY,SUGB,all,,,deltaE per km2 per sp.,,30995
HTI,SUGB,all,,,deltaE per km2 per sp.,,30995
JOR,SUGB,all,,,deltaE per km2 per sp.,,30995
HND,SUGB,all,,,deltaE per km2 per sp.,,30995
HUN,SUGB,all,-1.5427781392524133e-10,9.020319136179998e-12,deltaE per km2 per sp.,1581,30995
ISL,SUGB,all,,,deltaE per km2 per sp.,,30995
IDN,SUGB,all,,,deltaE per km2 per sp.,,30995
IRN,SUGB,all,-1.543136636912615e-09,1.461117118297468e-10,deltaE per km2 per sp.,3109,30995
IRQ,SUGB,all,-1.2650075993238548e-10,4.926937334030688e-11,deltaE per km2 per sp.,802,30995
IRL,SUGB,all,-2.3051400683665113e-11,5.523601426097382e-12,deltaE per km2 per sp.,3,30995
KAZ,SUGB,all,-3.1003628410167476e-10,3.0676418397256395e-11,deltaE per km2 per sp.,20143,30995
KEN,SUGB,all,,,deltaE per km2 per sp.,,30995
KIR,SUGB,all,,,deltaE per km2 per sp.,,30995
PRK,SUGB,all,,,deltaE per km2 per sp.,,30995
KOR,SUGB,all,,,deltaE per km2 per sp.,,30995
XKX,SUGB,all,-1.313929798296698e-10,0.0,deltaE per km2 per sp.,1,30995
SRB,SUGB,all,-1.6557884429715935e-10,3.7004591911138445e-11,deltaE per km2 per sp.,1133,30995
SYC,SUGB,all,,,deltaE per km2 per sp.,,30995
SLE,SUGB,all,,,deltaE per km2 per sp.,,30995
SGP,SUGB,all,,,deltaE per km2 per sp.,,30995
ITA,SUGB,all,-5.848158362256314e-10,4.2137168070736967e-11,deltaE per km2 per sp.,1532,30995
JAM,SUGB,all,,,deltaE per km2 per sp.,,30995
JPN,SUGB,all,-1.8667526527612823e-09,1.2992819025518649e-09,deltaE per km2 per sp.,3161,30995
KGZ,SUGB,all,-6.761237838883599e-10,2.2711724828914595e-09,deltaE per km2 per sp.,1250,30995
LAO,SUGB,all,,,deltaE per km2 per sp.,,30995
LVA,SUGB,all,-8.528527883910897e-11,1.1857875792387063e-13,deltaE per km2 per sp.,2,30995
LBN,SUGB,all,-4.370785313418985e-09,5.429234611817597e-10,deltaE per km2 per sp.,26,30995
LSO,SUGB,all,,,deltaE per km2 per sp.,,30995
LBR,SUGB,all,,,deltaE per km2 per sp.,,30995
LBY,SUGB,all,,,deltaE per km2 per sp.,,30995
LIE,SUGB,all,,,deltaE per km2 per sp.,,30995
LTU,SUGB,all,-1.2800368586781687e-10,3.4666673932243034e-12,deltaE per km2 per sp.,1287,30995
LUX,SUGB,all,-2.433717394279e-10,0.0,deltaE per km2 per sp.,1,30995
MCO,SUGB,all,,,deltaE per km2 per sp.,,30995
MNG,SUGB,all,-8.775055913677315e-12,1.1141866189980624e-10,deltaE per km2 per sp.,4,30995
MNE,SUGB,all,-5.016968174231806e-09,0.0,deltaE per km2 per sp.,1,30995
MKD,SUGB,all,-5.136658030123792e-10,7.3903736756914e-11,deltaE per km2 per sp.,273,30995
MDG,SUGB,all,,,deltaE per km2 per sp.,,30995
MWI,SUGB,all,,,deltaE per km2 per sp.,,30995
MYS,SUGB,all,,,deltaE per km2 per sp.,,30995
MDV,SUGB,all,,,deltaE per km2 per sp.,,30995
MLI,SUGB,all,-9.39358365689845e-10,7.882290875080986e-11,deltaE per km2 per sp.,121,30995
MLT,SUGB,all,,,deltaE per km2 per sp.,,30995
MHL,SUGB,all,,,deltaE per km2 per sp.,,30995
MRT,SUGB,all,,,deltaE per km2 per sp.,,30995
MUS,SUGB,all,,,deltaE per km2 per sp.,,30995
MEX,SUGB,all,-4.879752876407529e-09,1.9856459367364128e-10,deltaE per km2 per sp.,53,30995
FSM,SUGB,all,,,deltaE per km2 per sp.,,30995
MDA,SUGB,all,-2.2575489290051348e-10,6.368395705753823e-11,deltaE per km2 per sp.,573,30995
NIC,SUGB,all,,,deltaE per km2 per sp.,,30995
OMN,SUGB,all,,,deltaE per km2 per sp.,,30995
PAK,SUGB,all,-9.188854123063848e-10,2.811436011903483e-09,deltaE per km2 per sp.,516,30995
PLW,SUGB,all,,,deltaE per km2 per sp.,,30995
PAN,SUGB,all,,,deltaE per km2 per sp.,,30995
PNG,SUGB,all,,,deltaE per km2 per sp.,,30995
PRY,SUGB,all,,,deltaE per km2 per sp.,,30995
PER,SUGB,all,-2.52654433585362e-08,3.693372692415069e-08,deltaE per km2 per sp.,3,30995
PHL,SUGB,all,,,deltaE per km2 per sp.,,30995
POL,SUGB,all,-1.3069502248072065e-10,2.72071938958459e-12,deltaE per km2 per sp.,4910,30995
PRT,SUGB,all,-6.979679516327302e-10,2.0426398824504127e-10,deltaE per km2 per sp.,8,30995
ROU,SUGB,all,-2.1014533436668524e-10,2.099320770823653e-11,deltaE per km2 per sp.,2110,30995
RUS,SUGB,all,-1.2578097017770578e-10,5.232118361631511e-12,deltaE per km2 per sp.,26407,30995
RWA,SUGB,all,,,deltaE per km2 per sp.,,30995
WSM,SUGB,all,,,deltaE per km2 per sp.,,30995
SMR,SUGB,all,,,deltaE per km2 per sp.,,30995
TON,SUGB,all,,,deltaE per km2 per sp.,,30995
TTO,SUGB,all,,,deltaE per km2 per sp.,,30995
TUN,SUGB,all,-1.132288923403794e-09,3.857177125205698e-10,deltaE per km2 per sp.,563,30995
TKM,SUGB,all,-1.0459372369482608e-09,5.394476677028332e-10,deltaE per km2 per sp.,587,30995
STP,SUGB,all,,,deltaE per km2 per sp.,,30995
SAU,SUGB,all,,,deltaE per km2 per sp.,,30995
SEN,SUGB,all,,,deltaE per km2 per sp.,,30995
SVK,SUGB,all,-1.6505014797321418e-10,1.1300940905613332e-10,deltaE per km2 per sp.,783,30995
SVN,SUGB,all,-2.0229426945611327e-10,9.487259394159198e-11,deltaE per km2 per sp.,275,30995
SLB,SUGB,all,,,deltaE per km2 per sp.,,30995
SOM,SUGB,all,,,deltaE per km2 per sp.,,30995
ZAF,SUGB,all,,,deltaE per km2 per sp.,,30995
SSD,SUGB,all,,,deltaE per km2 per sp.,,30995
ESP,SUGB,all,-7.064253245454193e-10,5.766391039434326e-10,deltaE per km2 per sp.,7615,30995
LKA,SUGB,all,,,deltaE per km2 per sp.,,30995
KNA,SUGB,all,,,deltaE per km2 per sp.,,30995
LCA,SUGB,all,,,deltaE per km2 per sp.,,30995
VCT,SUGB,all,,,deltaE per km2 per sp.,,30995
SDN,SUGB,all,,,deltaE per km2 per sp.,,30995
SUR,SUGB,all,,,deltaE per km2 per sp.,,30995
SWZ,SUGB,all,,,deltaE per km2 per sp.,,30995
SWE,SUGB,all,-1.0723234711824621e-10,9.849627757284595e-12,deltaE per km2 per sp.,2561,30995
CHE,SUGB,all,-1.3198216613699992e-10,1.7233536315981515e-11,deltaE per km2 per sp.,96,30995
SYR,SUGB,all,-1.3573340365980534e-09,8.787305476066031e-10,deltaE per km2 per sp.,477,30995
TWN,SUGB,all,,,deltaE per km2 per sp.,,30995
TJK,SUGB,all,-3.956238184277261e-10,6.634350104821377e-10,deltaE per km2 per sp.,7,30995
TZA,SUGB,all,,,deltaE per km2 per sp.,,30995
THA,SUGB,all,,,deltaE per km2 per sp.,,30995
TLS,SUGB,all,,,deltaE per km2 per sp.,,30995
TGO,SUGB,all,,,deltaE per km2 per sp.,,30995
TUV,SUGB,all,,,deltaE per km2 per sp.,,30995
UGA,SUGB,all,,,deltaE per km2 per sp.,,30995
URY,SUGB,all,,,deltaE per km2 per sp.,,30995
UZB,SUGB,all,-1.7824917453082715e-09,7.836752117654016e-10,deltaE per km2 per sp.,1417,30995
VUT,SUGB,all,,,deltaE per km2 per sp.,,30995
VAT,SUGB,all,,,deltaE per km2 per sp.,,30995
VEN,SUGB,all,-2.9982383659325885e-09,5.4294095116655164e-09,deltaE per km2 per sp.,1789,30995
VNM,SUGB,all,,,deltaE per km2 per sp.,,30995
ZMB,SUGB,all,,,deltaE per km2 per sp.,,30995
ZWE,SUGB,all,,,deltaE per km2 per sp.,,30995
YEM,SUGB,all,,,deltaE per km2 per sp.,,30995
UKR,SUGB,all,-1.2819849855511887e-10,3.5873316143196204e-12,deltaE per km2 per sp.,6537,30995
BHR,SUGB,all,,,deltaE per km2 per sp.,,30995
KWT,SUGB,all,,,deltaE per km2 per sp.,,30995
QAT,SUGB,all,,,deltaE per km2 per sp.,,30995
ARE,SUGB,all,,,deltaE per km2 per sp.,,30995
TUR,SUGB,all,-5.041031716835637e-10,5.293383560592189e-11,deltaE per km2 per sp.,9910,30995
ISR,SUGB,all,,,deltaE per km2 per sp.,,30995
BGD,SUGB,all,,,deltaE per km2 per sp.,,30995
MMR,SUGB,all,,,deltaE per km2 per sp.,,30995
IND,SUGB,all,0.0,,deltaE per km2 per sp.,3,30995
BEN,SUGB,all,,,deltaE per km2 per sp.,,30995
NER,SUGB,all,,,deltaE per km2 per sp.,,30995
NGA,SUGB,all,,,deltaE per km2 per sp.,,30995
111,SUGB,all,,,deltaE per km2 per sp.,,30995
112,SUGB,all,,,deltaE per km2 per sp.,,30995
113,SUGB,all,,,deltaE per km2 per sp.,,30995
114,SUGB,all,,,deltaE per km2 per sp.,,30995
115,SUGB,all,,,deltaE per km2 per sp.,,30995
116,SUGB,all,,,deltaE per km2 per sp.,,30995
117,SUGB,all,,,deltaE per km2 per sp.,,30995
118,SUGB,all,,,deltaE per km2 per sp.,,30995
119,SUGB,all,,,deltaE per km2 per sp.,,30995
120,SUGB,all,,,deltaE per km2 per sp.,,30995
121,SUGB,all,,,deltaE per km2 per sp.,,30995
122,SUGB,all,,,deltaE per km2 per sp.,,30995
123,SUGB,all,,,deltaE per km2 per sp.,,30995
124,SUGB,all,,,deltaE per km2 per sp.,,30995
125,SUGB,all,,,deltaE per km2 per sp.,,30995
126,SUGB,all,,,deltaE per km2 per sp.,,30995
127,SUGB,all,,,deltaE per km2 per sp.,,30995
128,SUGB,all,,,deltaE per km2 per sp.,,30995
129,SUGB,all,,,deltaE per km2 per sp.,,30995
ESH,SUGB,all,,,deltaE per km2 per sp.,,30995
AFG,OPUL,all,-1.0842324805255157e-09,2.2286400113654528e-10,deltaE per km2 per sp.,4295,30995
GBR,OPUL,all,-7.000041800789862e-11,7.384350316089936e-12,deltaE per km2 per sp.,3018,30995
ALB,OPUL,all,-6.57667735842154e-10,1.1401281070449664e-10,deltaE per km2 per sp.,162,30995
DZA,OPUL,all,-1.5453689100744631e-09,4.4940910518513576e-11,deltaE per km2 per sp.,2967,30995
USA,OPUL,all,-3.0834127088716146e-10,3.1236419920682344e-11,deltaE per km2 per sp.,16808,30995
ATA,OPUL,all,,,deltaE per km2 per sp.,,30995
ATG,OPUL,all,,,deltaE per km2 per sp.,,30995
ARG,OPUL,all,-5.867562608300883e-10,1.0826880777897614e-09,deltaE per km2 per sp.,6530,30995
AND,OPUL,all,0.0,,deltaE per km2 per sp.,3,30995
AGO,OPUL,all,-1.489214006068649e-09,2.594781577206898e-10,deltaE per km2 per sp.,8,30995
ARM,OPUL,all,-5.040457223822991e-10,1.1003131324657392e-09,deltaE per km2 per sp.,432,30995
NLD,OPUL,all,-5.145353169748829e-11,2.221548018832931e-11,deltaE per km2 per sp.,10,30995
AUS,OPUL,all,-2.5415443228240878e-09,3.887216205971704e-10,deltaE per km2 per sp.,11726,30995
AUT,OPUL,all,-1.8850487616615886e-10,3.35201965244012e-11,deltaE per km2 per sp.,637,30995
AZE,OPUL,all,-1.7871821594645626e-09,4.973950888705276e-10,deltaE per km2 per sp.,1117,30995
BHS,OPUL,all,,,deltaE per km2 per sp.,,30995
BRB,OPUL,all,-6.725880935118739e-08,4.093915129031225e-08,deltaE per km2 per sp.,6,30995
BLR,OPUL,all,-2.0418925042862505e-10,2.9167331675928426e-11,deltaE per km2 per sp.,599,30995
BEL,OPUL,all,-1.5142399408561355e-10,6.594792888690974e-12,deltaE per km2 per sp.,345,30995
BLZ,OPUL,all,-1.2546400386711723e-08,1.2457959222823728e-08,deltaE per km2 per sp.,120,30995
BTN,OPUL,all,-8.787022640364556e-09,2.043068771504712e-09,deltaE per km2 per sp.,144,30995
BOL,OPUL,all,-8.890016772659475e-09,3.3215610363076113e-09,deltaE per km2 per sp.,2906,30995
BIH,OPUL,all,-2.1407915951694896e-10,3.0097062487736574e-11,deltaE per km2 per sp.,166,30995
BWA,OPUL,all,-1.669538449420119e-09,1.6887462110662558e-10,deltaE per km2 per sp.,1644,30995
NOR,OPUL,all,-6.066882920808984e-11,3.8696434527360845e-12,deltaE per km2 per sp.,361,30995
COL,OPUL,all,-3.881770539653794e-08,1.942803542237194e-08,deltaE per km2 per sp.,2469,30995
COM,OPUL,all,,,deltaE per km2 per sp.,,30995
BRA,OPUL,all,-4.6846163785619745e-09,2.4160690334238572e-09,deltaE per km2 per sp.,13571,30995
FRA,OPUL,all,-2.706423973042657e-10,2.2400849212867913e-10,deltaE per km2 per sp.,8803,30995
COD,OPUL,all,-1.2237175541661056e-08,1.0754164220769568e-09,deltaE per km2 per sp.,9453,30995
COG,OPUL,all,-4.162394467385631e-09,4.793389776145223e-10,deltaE per km2 per sp.,689,30995
NZL,OPUL,all,-1.2747667630239217e-09,9.27045311311371e-10,deltaE per km2 per sp.,1832,30995
BRN,OPUL,all,,,deltaE per km2 per sp.,,30995
BGR,OPUL,all,-2.9596322496084197e-10,5.5478324360727805e-11,deltaE per km2 per sp.,1419,30995
BFA,OPUL,all,-1.0583205056308826e-09,3.948992897778501e-11,deltaE per km2 per sp.,3176,30995
BDI,OPUL,all,-8.579782728697494e-09,1.0195929333448715e-09,deltaE per km2 per sp.,92,30995
CPV,OPUL,all,,,deltaE per km2 per sp.,,30995
KHM,OPUL,all,,,deltaE per km2 per sp.,,30995
CMR,OPUL,all,-7.310867074455536e-09,4.755078249124693e-09,deltaE per km2 per sp.,4138,30995
CAN,OPUL,all,-1.6333805107027243e-10,4.3578184271670274e-12,deltaE per km2 per sp.,14039,30995
CRI,OPUL,all,,,deltaE per km2 per sp.,,30995
CIV,OPUL,all,-4.2524241051894674e-09,4.6338028410783177e-10,deltaE per km2 per sp.,3663,30995
HRV,OPUL,all,-2.580671514162896e-10,6.226914677722135e-11,deltaE per km2 per sp.,672,30995
CUB,OPUL,all,,,deltaE per km2 per sp.,,30995
CAF,OPUL,all,-9.892418891674536e-10,9.246731504756299e-11,deltaE per km2 per sp.,4488,30995
TCD,OPUL,all,-8.918309674477733e-10,2.0029309816257078e-11,deltaE per km2 per sp.,6920,30995
CHL,OPUL,all,-5.19078372188148e-09,5.016654609208285e-10,deltaE per km2 per sp.,1522,30995
CHN,OPUL,all,-1.0590700727491365e-09,5.77814449479164e-10,deltaE per km2 per sp.,62709,30995
CYP,OPUL,all,-1.5475500613390153e-09,1.3437314903911047e-09,deltaE per km2 per sp.,13,30995
CZE,OPUL,all,-1.5025731907862917e-10,2.2274485910698375e-11,deltaE per km2 per sp.,1395,30995
DNK,OPUL,all,-6.73274888015822e-11,2.632903758082298e-12,deltaE per km2 per sp.,161,30995
DJI,OPUL,all,,,deltaE per km2 per sp.,,30995
DMA,OPUL,all,-1.5883245184756562e-07,4.7089813839981084e-08,deltaE per km2 per sp.,9,30995
DOM,OPUL,all,-2.64398334363138e-07,1.1220313311853723e-07,deltaE per km2 per sp.,68,30995
ECU,OPUL,all,-4.966585194276494e-08,2.1040685400748928e-08,deltaE per km2 per sp.,414,30995
EGY,OPUL,all,-7.680489078745557e-10,6.929948681895714e-11,deltaE per km2 per sp.,1798,30995
SLV,OPUL,all,0.0,,deltaE per km2 per sp.,1,30995
GNQ,OPUL,all,,,deltaE per km2 per sp.,,30995
ERI,OPUL,all,-2.866828856621355e-09,5.175612454061893e-10,deltaE per km2 per sp.,409,30995
EST,OPUL,all,-6.459642778973032e-11,2.5037684438008216e-12,deltaE per km2 per sp.,364,30995
ETH,OPUL,all,-3.2509075672498925e-09,9.554043010841246e-10,deltaE per km2 per sp.,5259,30995
FJI,OPUL,all,-4.81518153054053e-08,1.1337443598653861e-08,deltaE per km2 per sp.,82,30995
FIN,OPUL,all,-4.531631176401081e-11,2.470857045477301e-12,deltaE per km2 per sp.,1941,30995
GAB,OPUL,all,-3.6405425070304867e-09,6.302671921322709e-10,deltaE per km2 per sp.,1175,30995
GMB,OPUL,all,-2.2911100888159606e-09,2.1510429879918404e-10,deltaE per km2 per sp.,125,30995
MAR,OPUL,all,-1.5182243763072278e-09,1.5141381118906527e-10,deltaE per km2 per sp.,4989,30995
MOZ,OPUL,all,-9.28417003752089e-09,9.612755030891205e-10,deltaE per km2 per sp.,5093,30995
NAM,OPUL,all,-2.2518055488089916e-09,1.6278300974290581e-09,deltaE per km2 per sp.,125,30995
GEO,OPUL,all,-5.708426970851088e-10,6.954879337530761e-10,deltaE per km2 per sp.,591,30995
DEU,OPUL,all,-1.3989044679667836e-10,5.1528389626312114e-12,deltaE per km2 per sp.,4032,30995
GHA,OPUL,all,-1.8918452069175956e-09,6.511385521504665e-10,deltaE per km2 per sp.,2752,30995
GRC,OPUL,all,-6.946917895734491e-10,9.091250306597809e-11,deltaE per km2 per sp.,597,30995
GRL,OPUL,all,,,deltaE per km2 per sp.,,30995
GRD,OPUL,all,,,deltaE per km2 per sp.,,30995
NRU,OPUL,all,,,deltaE per km2 per sp.,,30995
GTM,OPUL,all,-5.465066851156917e-08,1.1560106280016286e-08,deltaE per km2 per sp.,652,30995
NPL,OPUL,all,-5.866980732829569e-09,6.464716106229853e-10,deltaE per km2 per sp.,1326,30995
GIN,OPUL,all,-3.5553380443972497e-09,5.591416968454924e-10,deltaE per km2 per sp.,2857,30995
GNB,OPUL,all,-1.8861169467986455e-09,1.2729054487684685e-10,deltaE per km2 per sp.,367,30995
GUY,OPUL,all,-4.697049097598253e-09,1.9065643081563696e-09,deltaE per km2 per sp.,137,30995
HTI,OPUL,all,,,deltaE per km2 per sp.,,30995
JOR,OPUL,all,-1.1629173308468334e-08,1.250614731420219e-08,deltaE per km2 per sp.,100,30995
HND,OPUL,all,,,deltaE per km2 per sp.,,30995
HUN,OPUL,all,-1.8945427223013096e-10,1.421897034227452e-11,deltaE per km2 per sp.,1539,30995
ISL,OPUL,all,,,deltaE per km2 per sp.,,30995
IDN,OPUL,all,-4.373469686605328e-08,1.3981960141084433e-08,deltaE per km2 per sp.,3821,30995
IRN,OPUL,all,-1.3242168318061567e-09,3.2977460384632125e-10,deltaE per km2 per sp.,10790,30995
IRQ,OPUL,all,-2.6802542806565154e-10,2.758541294055874e-11,deltaE per km2 per sp.,1423,30995
IRL,OPUL,all,-3.398635935251529e-11,7.103753467798033e-13,deltaE per km2 per sp.,117,30995
KAZ,OPUL,all,-1.8393729631608895e-10,9.536343363096249e-12,deltaE per km2 per sp.,19735,30995
KEN,OPUL,all,-6.22401467822841e-09,4.153830452105334e-09,deltaE per km2 per sp.,3525,30995
KIR,OPUL,all,,,deltaE per km2 per sp.,,30995
PRK,OPUL,all,,,deltaE per km2 per sp.,,30995
KOR,OPUL,all,-2.0424092348070884e-09,1.160768003598458e-10,deltaE per km2 per sp.,1208,30995
XKX,OPUL,all,-1.79624071333631e-10,2.4216061685639246e-11,deltaE per km2 per sp.,2,30995
SRB,OPUL,all,-3.3618135014974527e-10,2.8983958009480097e-11,deltaE per km2 per sp.,1138,30995
SYC,OPUL,all,,,deltaE per km2 per sp.,,30995
SLE,OPUL,all,-4.234222018844264e-09,9.072090037914821e-10,deltaE per km2 per sp.,853,30995
SGP,OPUL,all,,,deltaE per km2 per sp.,,30995
ITA,OPUL,all,-8.045790986493609e-10,3.552189544241931e-11,deltaE per km2 per sp.,3676,30995
JAM,OPUL,all,-1.2865628256455278e-07,4.395451466967425e-08,deltaE per km2 per sp.,131,30995
JPN,OPUL,all,-5.981681653123335e-09,3.211368977404797e-09,deltaE per km2 per sp.,3131,30995
KGZ,OPUL,all,-4.3924525569234145e-10,8.482309969953883e-10,deltaE per km2 per sp.,782,30995
LAO,OPUL,all,-8.976517020118101e-09,3.182039276458749e-09,deltaE per km2 per sp.,1150,30995
LVA,OPUL,all,-9.75280091282881e-11,4.033135227676028e-12,deltaE per km2 per sp.,1327,30995
LBN,OPUL,all,-5.32559516161385e-09,5.5591716260022005e-09,deltaE per km2 per sp.,57,30995
LSO,OPUL,all,-4.699778212796829e-09,3.032312258728282e-10,deltaE per km2 per sp.,243,30995
LBR,OPUL,all,-7.200561977078241e-09,8.639394311064319e-10,deltaE per km2 per sp.,858,30995
LBY,OPUL,all,-1.2389860456604963e-11,3.6905199451053154e-11,deltaE per km2 per sp.,151,30995
LIE,OPUL,all,,,deltaE per km2 per sp.,,30995
LTU,OPUL,all,-1.2692100474142457e-10,4.816526559208565e-12,deltaE per km2 per sp.,1299,30995
LUX,OPUL,all,-8.900705557642931e-11,2.142327531211824e-11,deltaE per km2 per sp.,10,30995
MCO,OPUL,all,,,deltaE per km2 per sp.,,30995
MNG,OPUL,all,-3.154294038822435e-10,6.737479294081447e-12,deltaE per km2 per sp.,1460,30995
MNE,OPUL,all,-1.8861297875008292e-10,1.6103312675510621e-09,deltaE per km2 per sp.,3,30995
MKD,OPUL,all,-4.855128211406106e-10,1.0039002920574282e-10,deltaE per km2 per sp.,344,30995
MDG,OPUL,all,-1.669561757825912e-08,2.3519093462235564e-08,deltaE per km2 per sp.,3564,30995
MWI,OPUL,all,-5.637643270039395e-09,8.131812830326657e-10,deltaE per km2 per sp.,888,30995
MYS,OPUL,all,,,deltaE per km2 per sp.,,30995
MDV,OPUL,all,,,deltaE per km2 per sp.,,30995
MLI,OPUL,all,-1.2207554665958372e-09,2.7202653945865253e-11,deltaE per km2 per sp.,5145,30995
MLT,OPUL,all,,,deltaE per km2 per sp.,,30995
