,nes,nes_err,ban,ban_err,veg,veg_err,grd,grd_err,frt,frt_err,mlt,mlt_err,brl,brl_err,rt3,rt3_err,rt2,rt2_err,olp,olp_err,tob,tob_err,rt1,rt1_err,cc2,cc2_err,olv,olv_err,srg,srg_err,rsd,rsd_err,oce,oce_err,cot,cot_err,sfl,sfl_err,whe,whe_err,pls,pls_err,mze,mze_err,sub,sub_err,suc,suc_err,fdd,fdd_err,soy,soy_err,rcw,rcw_err,bvmeat,bvmeat_err,bvmilk,bvmilk_err,sgmeat,sgmeat_err,chickens,chickens_err,ducks,ducks_err,pigs,pigs_err,crop,crop_err,past,past_err,gh_all,gh_all_err
UGA,3.288941298077404e-05,5.154354282021959e-11,2.2369526052753708e-05,8.827921684720908e-13,3.336343643430323e-05,6.208113889637791e-11,2.3004399154447364e-05,9.096801209607786e-13,2.64247854928949e-05,5.1434315918715514e-11,2.2543799374478663e-05,6.911891610014998e-13,,,2.474049201870995e-05,5.363250782472608e-13,2.2487478537132538e-05,5.309018612245999e-13,,,2.8914211346788375e-05,9.76556457643192e-13,5.484273793871006e-05,6.02260142561543e-11,2.701030840915454e-05,6.873421350655567e-13,,,3.9803388228758255e-05,1.1427377456352136e-12,,,,,2.2624765359017698e-05,8.914788103091934e-13,2.9493872934784696e-05,5.768046941604542e-13,,,3.4175497342419754e-05,6.194172718319347e-13,3.3225552664653646e-05,9.992005375864809e-13,,,2.324205342089041e-05,1.5832861605540493e-12,,,2.992297235805158e-05,1.5557003433081225e-12,4.948258213782766e-05,1.728438337313147e-12,2.6033799712586398e-05,3.621554673513285e-13,2.6033799712586398e-05,3.621554673513285e-13,2.566188900896093e-05,5.297133010353108e-13,2.8910177539912614e-05,6.530052315061236e-13,2.9479430847609997e-05,5.427817419825466e-13,3.7364731754320566e-05,5.339493531064102e-13,2.9786619523444642e-05,1.3662465034677846e-10,2.032098831212363e-05,1.1584915212356094e-13,2.6275983458384928e-05,1.3197286826806115e-10
TKM,9.503376389841236e-06,9.915914525419957e-17,,,1.3730976000122155e-05,5.042076933875703e-15,,,1.825643064150146e-05,1.5593882248974345e-14,,,1.6322517150105017e-05,1.2465822404585018e-14,,,,,,,1.0381202637277668e-05,2.742489515132899e-15,1.2745275607982907e-05,1.2464165864379234e-13,,,,,,,,,,,1.6242121626039513e-05,1.2422145530431498e-14,,,1.6272212869921715e-05,1.2427840335612669e-14,1.4347154543864908e-05,4.411010100766888e-15,1.6274113228676527e-05,1.2445255678367357e-14,1.581654878867575e-05,5.3025548290748844e-14,,,1.9828141788159996e-05,8.987065777339165e-14,,,1.63418857127143e-05,1.254796048224662e-14,6.5710125627725075e-06,3.01052932924466e-14,6.5710125627725075e-06,3.01052932924466e-14,5.024783981666395e-06,1.6575521029763547e-14,8.731649206891479e-06,2.915235503596493e-14,,,5.5414753911459535e-06,2.7047968983656662e-14,1.6428381996547545e-05,9.107301284743752e-14,1.803794157160555e-06,1.0373327063031362e-14,2.7417893195241474e-06,3.50566247352985e-14
TUR,9.296366937444304e-06,2.1677530567890964e-11,,,9.176747144759491e-06,2.6598599772490545e-11,3.405414696088577e-05,1.7589045244223856e-11,1.3674281220627097e-05,5.285644541768189e-12,,,9.329354602727519e-06,1.9696319579933838e-11,,,,,,,1.2010415495105097e-05,2.7910661756856483e-11,8.741736377913768e-06,2.839200498028963e-13,1.039226779638508e-05,6.964534113830563e-12,1.151195916425168e-05,1.0007753112177528e-11,,,6.35050735189598e-06,1.5236625040813097e-10,8.112743971320365e-06,2.4129319413927954e-11,1.5246711560310996e-05,2.9006961274839715e-13,9.108721031947944e-06,3.2646677564073355e-11,1.0802608660846124e-05,1.8053749758548753e-11,9.218399519767116e-06,2.1097995638657304e-11,1.9335293397965462e-05,4.823693998524726e-13,6.189777964716077e-06,2.5309673113398704e-13,,,1.0755914201039531e-05,2.2868322432448575e-11,,,8.01136604398494e-06,2.579120429717424e-13,1.9857488824124448e-05,2.0181482003549465e-11,1.9857488824124448e-05,2.0181482003549465e-11,1.885539904881894e-05,2.4258796494098046e-11,1.9395675539573556e-05,4.4715769927562704e-11,1.5625160739957752e-05,4.977010132893062e-11,0.00011642895048773063,6.465887401924072e-11,1.0519552192318965e-05,3.3385408347270735e-10,7.403118434072273e-06,2.9667731973374804e-13,9.331459462076585e-06,3.165459166029528e-10
TUN,1.6587934961288602e-05,2.2279689112434753e-13,,,1.6039327720866744e-05,2.6701234668626457e-13,,,1.7220116306182073e-05,1.7286919989755975e-13,,,1.2045019834428898e-05,1.7294378131494883e-13,,,,,,,9.559794970547839e-06,1.5201793259189255e-12,1.58627747537315e-05,2.617921921915439e-13,,,8.864029795609153e-06,1.5854516068142608e-13,,,,,8.383632738746842e-06,6.606263540480357e-13,,,9.849011772850773e-06,1.7998631569745958e-12,1.4403912614687059e-05,1.5280176482845647e-13,1.4027868436167282e-05,2.443410233517411e-13,,,,,,,8.34150154655363e-06,3.3259507092028065e-13,,,,,1.3661141873726243e-05,2.0291347189237496e-14,1.3661141873726243e-05,2.0291347189237496e-14,1.2558025685633044e-05,1.4428288802174883e-14,1.3554987996168311e-05,1.566837686513647e-14,,,1.1589356058520603e-05,1.537844790063784e-14,1.1245040211671481e-05,1.4170661954892437e-13,3.0530564150080964e-06,2.5706205865596394e-14,7.37196188878005e-06,1.1450332212397555e-13
TTO,1.935002106584947e-05,8.82915201393301e-14,2.3718415270697775e-05,8.453463610129779e-14,6.626165595185302e-06,9.654905926771257e-15,,,1.8681365353393314e-05,8.649706313670032e-14,,,,,2.1928808540558098e-05,8.770536348449077e-14,2.165986939882243e-05,9.014667182624968e-14,,,1.9063118784248178e-05,8.679214679527831e-14,2.4654398114989663e-05,8.911987201004373e-14,2.3651373613665966e-05,8.58464674280465e-14,,,,,,,,,,,,,,,2.283425665984712e-05,8.750711718673733e-14,2.012266537716984e-05,8.610959508234188e-14,,,,,,,,,6.624178429084181e-06,9.655492680009584e-15,2.589965907164424e-05,7.419203614953179e-14,2.589965907164424e-05,7.419203614953179e-14,2.127576999853428e-05,7.471654964155578e-14,1.62469503230906e-05,8.074045228045492e-14,,,1.2381204444499913e-05,7.695554679823572e-14,1.771874640147377e-05,8.104698677350839e-14,4.920798194185448e-05,9.513018412476036e-14,2.179359797207249e-05,1.0472373512995432e-13
TON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
TGO,2.0052739589803504e-05,3.195633281589721e-14,3.116497705237526e-05,3.896048521242143e-14,1.8253717880086857e-05,3.8648894664751484e-14,1.525366688408671e-05,3.439651684329863e-14,1.9325360916773205e-05,3.164264164653755e-14,1.8226717191831078e-05,3.2891400633764955e-15,,,1.8523275881633577e-05,2.9865531022333106e-14,1.912650894321988e-05,3.025290836436459e-14,3.7171634499734885e-05,1.8185193752908317e-14,1.5738588962303695e-05,3.765914360758736e-14,,,4.022666855146485e-05,4.2802009020536564e-14,,,1.3864397876366563e-05,1.3413919138766431e-14,,,,,1.6097134158261437e-05,1.5838987721029493e-14,,,,,1.8377644096920104e-05,2.9825402624407936e-14,2.688311841630064e-05,3.20507250196356e-14,,,,,,,,,2.0608111104969907e-05,3.3762174213967545e-14,1.927071378125594e-05,3.750383224411048e-14,1.927071378125594e-05,3.750383224411048e-14,2.323563809653555e-05,2.993113795940977e-14,2.4667867643952114e-05,2.970059778650046e-14,3.7797954494123846e-05,1.0336680562805831e-14,2.3380176798475345e-05,3.181632639794543e-14,2.295692919997475e-05,2.6974398638289684e-14,1.96847634253418e-05,3.039748613725175e-14,2.2085558361425434e-05,2.6580406370081066e-14
TLS,2.9780771731359118e-05,3.5400013194085765e-13,3.560823764707226e-05,3.3355590323610277e-13,2.6705345038489607e-05,3.5180636473642426e-13,3.472222132937847e-05,3.370878122069037e-13,2.994789959231815e-05,6.527065374848363e-13,,,,,4.820024183052942e-05,3.7500852777326224e-13,4.0181789899127796e-05,3.701921153967071e-13,,,,,2.8732711986996174e-05,3.5370723948500096e-13,3.4431444075127666e-05,3.298576138674927e-13,,,,,,,,,,,,,,,3.192596256519215e-05,3.3500064654526357e-13,3.414973604043364e-05,3.310976901338981e-13,,,,,,,3.448331061557034e-05,3.3673878455644764e-13,2.989238533526716e-05,4.957626919916343e-13,3.2726512754054864e-05,6.994746283787183e-14,3.2726512754054864e-05,6.994746283787183e-14,2.7522852699764095e-05,1.4469559112080444e-13,4.283959407834584e-05,7.236715736697509e-14,,,4.9235788338611606e-05,7.080005623288349e-14,3.751013510732995e-05,1.7151036923409826e-12,3.9745047601427215e-05,1.840519444964006e-13,3.845584110321063e-05,1.7151317109378048e-12
THA,4.674032214969091e-05,4.4807052525233697e-10,4.325028980999482e-05,4.877075905590139e-10,4.2900714716179034e-05,4.755360604206881e-10,4.553980712746399e-05,5.523209704841452e-10,4.83071419071481e-05,4.685877794488905e-10,,,,,4.64592720630632e-05,4.4713377423487344e-10,5.064797781650024e-05,4.1990985538612944e-10,4.4429657434988235e-05,4.291474486582509e-10,4.32011537685324e-05,4.5109223255270925e-10,1.3938930907861717e-05,1.3303119852685437e-16,4.4863131066047196e-05,4.782074971555009e-10,,,1.3938930907861717e-05,1.3303119852685437e-16,,,4.5832193982818535e-05,4.460117244125647e-10,1.3938930907861717e-05,1.3303119852685437e-16,1.3938930907861717e-05,1.3303119852685437e-16,1.3938930907861717e-05,1.3303119852685437e-16,4.742110243513824e-05,4.349738729178637e-10,6.57535939009941e-05,4.5978861825067044e-11,,,4.1788063831098746e-05,5.023640256005451e-10,1.3938930907861717e-05,1.3303119852685437e-16,3.2048988157696e-05,5.3015564633872355e-11,3.731813883997031e-05,4.743637439798059e-10,8.214728581545114e-05,6.114812409276623e-10,8.214728581545114e-05,6.114812409276623e-10,8.309936017527947e-05,2.4488143215038228e-09,0.00015754852054546974,1.362392329841767e-09,3.075696916818247e-05,1.8400095827420766e-09,7.640212408611074e-05,2.062638770200581e-09,4.3594763158015355e-05,4.354514159802678e-10,6.151997825659317e-05,5.161645852733575e-10,4.426644886346891e-05,8.659456181379073e-10
TZA,5.342374867304275e-05,2.944031589724575e-11,3.7498920434748255e-05,2.6650406285735075e-11,6.517473503166449e-05,3.64490843333784e-11,3.815815250552992e-05,1.529554059331643e-11,4.947572800828694e-05,3.3827542028443475e-11,2.905285673933825e-05,4.102220845003269e-11,,,3.756563218874245e-05,2.7416905349025367e-11,3.7750723259769576e-05,1.5009905028916304e-11,5.3060627654433666e-05,9.565604365507836e-13,4.782106036620496e-05,3.430790336247944e-11,7.659725510749329e-05,3.256232578556202e-11,4.392192710584744e-05,2.8427501159780618e-11,,,3.967149554154315e-05,3.614641052517472e-11,,,4.353826706178697e-05,2.912171906427877e-11,3.760850135888931e-05,1.5756814615826756e-11,4.72441137878072e-05,2.9370707911604074e-11,8.998852209611336e-05,6.00857256632562e-11,5.0465979270712784e-05,2.7816841415890676e-11,5.863076434964932e-05,2.9005862291354813e-11,,,5.4916295473650715e-05,3.344705951904575e-11,,,8.307445498345578e-06,8.0472821319461085e-16,4.7091353142662235e-05,2.641309329589274e-11,4.947117417039441e-05,2.1000666642320133e-11,4.947117417039441e-05,2.1000666642320133e-11,5.119955450895002e-05,5.92267075692715e-11,5.0002067234934146e-05,3.7854024004454846e-11,6.706535789306384e-05,3.6364142065570547e-11,6.649852276838728e-05,6.708519715558581e-11,4.806844559048383e-05,3.887405328196597e-11,3.439074543713399e-05,2.160127542786619e-12,3.9610485933763716e-05,3.313029299441922e-11
TJK,1.0642505329833416e-05,7.739417310982935e-14,,,1.8078191004771368e-05,5.805109224061834e-14,2.0398160397531598e-05,2.2038330307202727e-14,1.7082952437579796e-05,2.2752711485071147e-14,,,1.9159148613291023e-05,4.513653290656928e-14,,,,,,,6.163410261204454e-06,5.737003409396881e-15,2.1333958046251666e-05,5.652889949151259e-14,,,,,,,,,,,1.8059353140717475e-05,2.573008805560377e-14,1.9419975608091436e-05,5.470575101133872e-14,1.7706803575355294e-05,5.1328334463096715e-14,2.016447674383464e-05,3.638442145596231e-14,1.9731564922310508e-05,2.6829132964311828e-14,1.4450262725225373e-05,1.429703760445403e-16,,,1.3869567186037609e-05,4.605136792722445e-14,,,1.96204201634254e-05,2.7258332132149234e-14,1.4899729261690302e-05,2.831790093291414e-12,1.4899729261690302e-05,2.831790093291414e-12,1.2507007412847572e-05,2.5336696054900194e-12,1.451275271656058e-05,4.265484975597111e-12,,,7.087808842904008e-06,1.1290373865939872e-14,1.695074380752819e-05,4.896394672753737e-14,3.605323545040941e-06,1.8332180662689845e-12,6.358760312253467e-06,1.8031602883557623e-12
TWN,0.0005119538846282711,2.7249115542825036e-07,0.00010820672181867501,2.2814907762629065e-08,0.0002516266702092475,2.9111910894966324e-07,8.808728121427033e-05,1.943200353598143e-08,0.00039906878998968243,2.6591806824477666e-07,,,,,0.00013645678582812346,2.2428012215498865e-08,4.9219598138068e-06,2.6953343674524227e-17,,,0.0002106298305493647,1.584244179509747e-07,0.0005596676513342554,2.51001693941953e-07,0.0002735938423443376,1.9219530637295224e-07,,,,,4.3799659757365124e-06,2.734282350947859e-17,,,,,,,3.926931290364827e-06,2.884164191599007e-17,0.0004162079638590069,2.6731150207017406e-07,0.0002682225866234133,2.1613733404808346e-07,,,6.33848115363901e-05,2.192639556320273e-08,4.083205783286306e-06,2.821253223630355e-17,4.523949995562221e-06,2.708419764924134e-17,5.2718136364809756e-05,1.184335265061331e-10,0.003245256426750399,8.936479842506642e-07,0.003245256426750399,8.936479842506642e-07,0.004683058419507281,2.1840603131055165e-06,0.0005149136629784556,9.430950209874803e-07,0.0014687369153853244,9.65003704959567e-07,0.0014336006947267966,9.058514379935452e-07,0.00027364002154958993,6.700489384622842e-07,0.00011260664355123623,5.272259724178659e-10,0.00018250361069921747,6.094587587451936e-07
SYR,8.451329399663247e-06,1.319609982369996e-13,,,1.1245672147582328e-05,1.4430241823744128e-13,7.476834445136846e-06,2.2678475997089055e-13,1.1450260926096077e-05,1.276770187868451e-13,,,1.1080132416683223e-05,1.1027014681414576e-13,,,,,,,1.5913098586529333e-05,2.2133687772822486e-13,1.246338271299424e-05,1.3378089857504675e-13,1.970406187145122e-06,1.8335048443053615e-17,3.029070094219105e-05,6.208673263700114e-14,,,1.720240250098519e-05,4.613504556341589e-14,1.9098761730458755e-05,6.0064196210435e-14,1.1101759765272706e-05,1.3717700626365766e-13,9.418568312864413e-06,1.5710507911685973e-15,1.0666572316544094e-05,1.1176071584884754e-13,5.700088933297734e-06,1.9434955033953734e-13,1.0480619500932171e-05,1.7056770967268477e-13,1.1031948783763233e-05,1.2433647194119546e-13,,,5.865579257291815e-06,2.601041311614738e-13,,,2.2106022870245124e-05,5.858694975935743e-14,1.7053940012669996e-05,1.428707990476653e-13,1.7053940012669996e-05,1.428707990476653e-13,1.0539813000954783e-05,1.0317142049678421e-13,1.4483762266887535e-05,1.9017697783011067e-13,1.0441403556537971e-05,1.3456012935734395e-13,8.68698709806447e-05,1.635711097201789e-14,1.4032096629448282e-05,1.2489830183287465e-13,4.268691314011243e-06,1.0452063445807967e-13,8.141893807619627e-06,9.19241162365473e-14
CHE,,,,,1.6814611767883633e-06,3.701259861581053e-16,,,1.684064851880687e-06,2.572737696739993e-16,,,2.1279816013418547e-06,2.0455750178877432e-16,,,,,,,2.0410636963610802e-06,9.67322935582225e-17,1.8441240228334683e-06,2.5522127715588536e-16,,,,,,,2.12860117261847e-06,2.0475806549149735e-16,1.9228864327097642e-06,2.235578271617516e-16,,,2.0187571905092726e-06,1.9336558071693445e-16,2.130707089135655e-06,2.0454014998986682e-16,2.118629730528422e-06,1.9732217473861357e-16,1.9516498708872034e-06,2.1026537241753182e-16,1.8884519998526846e-06,2.5498321781177417e-16,,,1.8870350125693707e-06,2.2179641388617973e-16,1.985154713000232e-06,1.2766139245244244e-16,,,2.722905277443706e-06,5.564650442756695e-16,2.722905277443706e-06,5.564650442756695e-16,2.6107022305788417e-06,4.625838032565913e-16,2.5215073620024417e-06,6.437870238672198e-16,2.224394226863355e-06,6.621818736033263e-16,2.7839918773835878e-06,8.285591714685462e-16,1.966696157184046e-06,2.2202744022385784e-16,1.5392644397401595e-06,4.480568761524198e-16,1.6598063889240533e-06,4.801138855814256e-16
SWE,1.0798615637669407e-06,9.967261645807406e-15,,,1.1279828987126802e-06,1.0557196405358659e-14,,,1.0164755671182823e-06,9.770047687038816e-15,,,1.066536296736201e-06,8.309962558999526e-15,,,,,,,,,1.1040260653179903e-06,1.01822385655166e-14,,,,,,,1.2450459188964375e-06,1.0442048831254588e-14,1.08266545159697e-06,9.772104231078214e-15,,,,,1.212161631937004e-06,9.162799508944348e-15,1.1423603308715534e-06,1.0682553753090857e-14,,,1.2774421574262558e-06,7.205628120133078e-15,,,9.79142674810446e-07,8.715616834499183e-15,,,,,1.3055522683513297e-05,3.888810515290244e-12,1.3055522683513297e-05,3.888810515290244e-12,1.5343327946861408e-05,3.707331300140786e-12,5.566579984010418e-06,1.9709857401395852e-11,,,3.880680335880203e-06,5.659522129082661e-12,1.0298239572771312e-06,1.5523863777408974e-12,7.172624030010956e-07,3.64467918537196e-12,9.853636454554963e-07,4.451917513488073e-12
SWZ,,,7.262395071172801e-05,3.466724859038505e-13,5.718212601858064e-05,4.3106321857693737e-13,6.585181767235367e-05,2.2498014438067852e-13,6.525080506178391e-05,2.555563636776757e-13,,,,,6.583615424029766e-05,2.3112447036419933e-13,,,,,7.242364780762821e-05,3.9242459811317925e-13,7.849760449911667e-05,3.9316808332348737e-13,,,,,,,,,,,6.761210119740136e-05,2.8119562932504944e-13,,,,,7.03332967794753e-05,2.686774235787468e-13,6.834718050664837e-05,2.2152740366333045e-13,,,5.8409902701895475e-05,4.4970691802157104e-13,,,,,,,6.060678347746095e-05,1.7622082845290212e-13,6.060678347746095e-05,1.7622082845290212e-13,6.28628536100929e-05,1.8504821996653977e-13,6.095763647699761e-05,2.178294062816748e-13,,,6.491075834586325e-05,1.7401486749415645e-13,6.569926319049591e-05,2.288781165890428e-13,5.377673033768663e-05,4.013674251876758e-14,5.56064767136233e-05,1.6999416234080395e-13
SUR,1.1660462571563965e-06,7.814855488145898e-16,5.157538943273978e-07,2.769096564743072e-17,1.2150251460937318e-06,7.889775132136534e-16,,,1.157358177228393e-06,7.641037352265006e-16,,,,,1.1208036525800647e-06,7.406335157434441e-16,1.1337112321861155e-06,7.445661973750579e-16,1.137343262835873e-06,8.301864682227137e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3.921675637427909e-07,9.868725933236797e-18,,,,,4.1318509874181993e-07,2.954285862620131e-17,2.2757005019191757e-06,1.4171483680147098e-14,2.2757005019191757e-06,1.4171483680147098e-14,1.2064594358138853e-06,5.3018184401835515e-15,2.0085836749165256e-06,7.779819161576182e-14,1.965174064073642e-06,1.268219770583619e-14,1.7610415471159783e-06,1.8521181965899823e-14,5.886196632799446e-07,4.639003407643822e-14,1.2175937973214736e-06,1.7119096940703928e-14,6.675535121500207e-07,5.890163634234076e-14
SSD,8.9369483790495e-07,3.843151195001114e-15,3.720518961367235e-06,4.023996342236574e-15,1.113216836002114e-06,3.983328140026461e-15,1.1492683562002883e-06,3.3817515767176147e-15,1.2619766612049694e-06,1.3416713567625435e-14,2.3513195622850946e-06,8.474737260476256e-16,,,3.2425835190774892e-06,1.1355742428176837e-14,5.630420048838874e-06,1.1741841221935434e-15,,,4.160295262754483e-06,1.1588804654114656e-15,1.9988272728386347e-06,7.246851763265047e-15,2.0380292539442087e-06,1.1571713154449848e-15,,,4.448258178237902e-06,1.1618403813076794e-15,,,,,1.911637840228327e-06,3.39043564494224e-14,3.0513955045147914e-06,1.1776989361499497e-15,4.325013119145453e-06,7.82590438133341e-16,1.5437767820084288e-06,4.279523043371679e-15,6.598826709453117e-06,1.2020730070520563e-15,,,2.7857968571523944e-06,1.2049293838754419e-15,4.83133840645624e-07,5.240343734129302e-15,1.9138318649656895e-05,2.81454514412015e-15,1.1036041533693284e-06,5.682226809974827e-15,5.79174479381967e-07,1.777023085613234e-15,5.79174479381967e-07,1.777023085613234e-15,3.3657706767879147e-07,2.093591270227184e-15,1.9892989954506104e-07,4.100192734253286e-15,7.772360985143252e-06,1.8472774553951917e-15,1.3012182110004116e-05,3.741057467448599e-15,1.5335216477077994e-06,3.4863014322357837e-15,3.730092688568343e-07,1.4237512780302004e-15,4.7146863203331686e-07,1.482437320062904e-15
SDN,7.740844361756583e-06,7.345456525877819e-15,4.3882067771261225e-08,2.9052543552824915e-14,7.78200248490446e-06,1.2137257392244288e-14,6.270405767232577e-06,7.065093688605395e-15,1.0670682713307492e-05,4.799760511468136e-15,2.559469545958245e-06,7.774456338803742e-15,,,3.970120667732674e-06,9.033947680493393e-15,1.8170158886998395e-06,3.772897134175885e-18,,,,,5.7091158552478255e-06,6.845196499848032e-15,2.1324945008634614e-06,5.896146683977283e-16,,,8.370320703706656e-06,7.722930362476552e-15,,,2.002061734922e-06,3.928868981897481e-18,9.881806628301087e-06,1.2115244524185239e-14,7.599816015740533e-06,3.784328814715735e-15,8.045116336640235e-06,1.5524168873767352e-14,8.334124099532295e-06,9.676699053201163e-15,1.0402477560805967e-05,3.4679114560032817e-15,,,1.0753686569129933e-05,3.55947745557926e-15,3.8078129914192402e-06,1.5045527108988572e-14,,,9.82606605176227e-06,4.6243041344290926e-15,5.3083857591118714e-06,5.82075722502385e-15,5.3083857591118714e-06,5.82075722502385e-15,3.5937088335919424e-06,7.011360482630781e-15,5.135699122428677e-06,9.163904420039807e-15,,,1.1659228861555727e-07,1.1378951374813756e-17,6.54994634088012e-06,6.4135702343707286e-15,1.0033580105350317e-06,2.906861441182898e-15,2.6090061894923276e-06,3.936655824009226e-15
LKA,0.00019558363653471948,2.2314281108921987e-11,,,0.0002607767784407774,2.3612965194739864e-11,0.0001447140624198314,2.1518701201967427e-11,0.00017140304729294193,2.311210873688562e-11,,,,,0.00025831229687818026,2.0256760395616906e-11,0.00021953702180838567,2.072285552402135e-11,,,0.00044201991004453207,3.282721566066574e-11,0.0002528897038248733,2.270591840142807e-11,0.0006168387113764142,2.9681566490273924e-11,,,,,,,,,,,,,,,0.00019333545938420826,2.224915299619272e-11,0.0001571098198865348,2.6137347493609487e-11,,,0.00029842366254079086,2.1448170648093604e-11,,,,,0.00013413590623746047,2.0917532777997317e-11,0.00020450403744196827,2.377252416277904e-11,0.00020450403744196827,2.377252416277904e-11,0.0002615966433928826,2.9395643516536755e-11,0.00021537610471534835,3.834842568183289e-11,0.00020386581549672672,3.102826668733961e-11,0.0001883462778264097,5.1152836580091625e-11,0.00021872314323715108,2.1088231198157163e-11,0.0002309128238835789,2.074253491930015e-11,0.00022072683056452091,2.0749647351923377e-11
ESP,1.1645045899719942e-05,4.291002303966023e-13,7.432748853259203e-06,7.042224294583428e-14,1.1095733485790092e-05,5.169336048974178e-13,,,1.1314489913898162e-05,4.572093335371444e-13,,,1.0226498253476158e-05,4.869292120504398e-13,,,,,,,1.3658872650962436e-05,1.2443492804081173e-13,1.0977814723948669e-05,4.641087445502654e-13,,,1.2900365346298331e-05,4.011112346099114e-13,,,,,1.1144456187567226e-05,5.038943407521235e-13,1.5475373471181142e-05,6.715801683089927e-13,1.2739484800787981e-05,4.559457464782512e-13,1.1721609695501375e-05,4.183805717060566e-13,1.0989164075148768e-05,4.585520159202645e-13,1.0543119726585078e-05,5.975735254194312e-13,1.2504588086318037e-05,6.80520773619037e-13,,,1.1205275094459596e-05,4.227700601698149e-13,,,9.038902354556072e-06,7.094489402372665e-14,1.8738224060147344e-05,2.0215078087887765e-12,1.8738224060147344e-05,2.0215078087887765e-12,1.560551376278012e-05,1.6839684360437841e-12,1.0534141625685695e-05,3.3646830491326958e-12,2.8940051346848015e-05,2.284096440097853e-12,9.64623263790784e-06,3.0502583456978125e-12,1.1440007788049393e-05,4.4432964315701236e-13,1.411888884679118e-05,1.2564626230573528e-12,1.2255582438701966e-05,1.5151893957336051e-12
KOR,1.4239511238270022e-05,3.0505977885676e-13,,,1.1880490920730325e-05,3.379940335530158e-13,1.0687251649182698e-05,2.0150455517399345e-13,1.2295501046484679e-05,3.0066913480027153e-13,,,1.2799723594398986e-05,3.0543066070117234e-13,,,,,,,1.266348033502989e-05,2.310985751235778e-13,1.1880169672852462e-05,3.473650711797948e-13,,,,,,,,,,,,,,,1.2813296873910162e-05,3.0529324625624276e-13,1.2405557970273049e-05,2.770966051746033e-13,1.2337479152135855e-05,2.9365545106271714e-13,,,,,,,1.2269694334492532e-05,2.953789510436147e-13,1.1437557824081058e-05,1.7788104133232797e-13,1.5029630934765684e-05,2.0790079220177395e-13,1.5029630934765684e-05,2.0790079220177395e-13,2.6199194863953977e-05,1.0903517063505106e-13,1.0294916573537997e-05,2.5836910720565395e-13,1.135942879002527e-05,7.949012988588977e-13,1.0114954358966739e-05,2.7313724544063056e-13,1.4191862391721411e-05,1.7704687139223162e-12,2.4123959794075088e-05,1.9231152337988467e-12,1.4505202400431123e-05,1.763781848622383e-12
ZAF,8.905495665286892e-05,1.8363411852138089e-10,3.470755374997286e-05,1.2527448329073789e-12,8.713529898755391e-05,1.089573395644461e-11,1.6160169137709434e-05,3.513942564247397e-10,5.232902950774534e-05,9.827330819330853e-12,1.241779511394737e-06,1.3088137102691334e-17,0.00010215125427050639,3.785611660542183e-10,4.785532330421004e-05,1.4544824102908965e-14,1.5378921739936533e-06,1.2097280339221078e-17,,,2.5089463987312482e-05,1.718890535298297e-12,9.672934393336321e-05,2.637294996124559e-10,1.789285152223345e-07,7.263476081119503e-17,,,6.264893449715484e-05,4.420761769482336e-12,0.00012021629456745599,2.1909696926885159e-10,7.494389820040842e-05,4.2193797423841633e-10,1.6380305995670502e-05,7.845292589228946e-13,0.00014711789015384652,2.1897218034590195e-10,0.0001960560280343192,1.4568806295046785e-11,7.692032379539948e-05,1.0093172543831154e-11,6.402685072713503e-05,8.341466773443784e-12,,,5.957904553800393e-05,2.516038465012842e-10,8.078684421494918e-05,1.6848576478133068e-10,0.0001501919292255325,2.2596483102294084e-10,,,6.425282132037142e-05,7.478791765134267e-11,6.425282132037142e-05,7.478791765134267e-11,3.849381228466313e-05,6.9141048665992e-11,7.604855503924251e-05,3.1441704840479933e-10,7.235916032546975e-05,6.304592847083439e-11,7.030896126334145e-05,3.7715991863065484e-10,9.279780977047298e-05,2.242521876676945e-10,2.1073232573836024e-05,3.1897982733292317e-11,3.017056881031534e-05,1.2453755556990108e-10
SOM,6.967256659710854e-05,4.985438893814881e-13,0.00010441031437852087,5.45940312822684e-13,6.995593188632058e-05,5.861830781789368e-13,7.486989975702134e-07,3.6666016897623115e-16,6.264618298263502e-05,5.507454339880107e-13,,,,,,,2.1924564511308286e-05,1.9085799359358357e-12,,,1.0888991505914604e-06,7.416694385666206e-16,7.495761601316956e-05,5.674578746785495e-13,,,,,5.1970875439590434e-05,4.2913417685773295e-13,,,,,9.87254842633559e-05,6.96895196000338e-13,,,,,6.804209112915797e-05,5.039954829890862e-13,6.589518194632124e-05,5.176627147411837e-13,,,9.617819393795597e-05,5.239263059998638e-13,,,,,9.471870896225287e-05,5.417400301481436e-13,1.3503126972907035e-05,2.0819042813293888e-13,1.3503126972907035e-05,2.0819042813293888e-13,3.019436485374301e-06,2.283547033500594e-13,7.976378665425885e-06,3.0300710139728653e-14,,,8.380029719859194e-06,1.5744174138653242e-13,4.767322035158887e-05,3.584297664796359e-13,4.263635604118532e-06,1.3919655298795043e-13,5.47667666081067e-06,1.398366432357172e-13
