ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,sp_count
NZL,SESA,all,-7.589894363328413e-09,1.3035688652705324e-09,deltaE per km2 per sp.,3480,30995
BRN,SESA,all,0.0,,deltaE per km2 per sp.,34,30995
BGR,SESA,all,-4.587043738550925e-10,1.1063562246282085e-10,deltaE per km2 per sp.,1584,30995
BFA,SESA,all,-5.111916782404022e-10,8.728501351731666e-11,deltaE per km2 per sp.,3110,30995
BDI,SESA,all,0.0,,deltaE per km2 per sp.,299,30995
CPV,SESA,all,0.0,,deltaE per km2 per sp.,42,30995
KHM,SESA,all,9.847083673866447e-09,4.9950768631104205e-09,deltaE per km2 per sp.,1821,30995
CMR,SESA,all,-5.153188123089091e-09,2.61781643801951e-09,deltaE per km2 per sp.,3846,30995
CAN,SESA,all,-1.711111855374364e-10,8.048441537903213e-12,deltaE per km2 per sp.,17287,30995
CRI,SESA,all,-3.290817209069494e-07,8.941178152038016e-08,deltaE per km2 per sp.,502,30995
CIV,SESA,all,1.0452294233223156e-08,7.427477318652128e-09,deltaE per km2 per sp.,3481,30995
HRV,SESA,all,-8.434296238493098e-10,1.830749598727615e-10,deltaE per km2 per sp.,834,30995
CUB,SESA,all,-2.454884437952387e-07,1.3433921615434495e-07,deltaE per km2 per sp.,1232,30995
CAF,SESA,all,-5.867120872860656e-10,1.2247089768784701e-10,deltaE per km2 per sp.,3839,30995
TCD,SESA,all,2.4802601390648033e-09,2.532976984608938e-10,deltaE per km2 per sp.,5359,30995
CHL,SESA,all,-9.712008119718633e-09,1.193338743213822e-09,deltaE per km2 per sp.,3691,30995
CHN,SESA,all,8.944157588703086e-08,1.1459588765082669e-08,deltaE per km2 per sp.,75459,30995
CYP,SESA,all,-3.469210488531516e-10,8.271984613447629e-09,deltaE per km2 per sp.,115,30995
CZE,SESA,all,-2.41004627577532e-10,1.6936836426670207e-11,deltaE per km2 per sp.,1400,30995
DNK,SESA,all,0.0,3.0106099378039787e-11,deltaE per km2 per sp.,875,30995
DJI,SESA,all,-6.738783923238012e-11,2.2809834741536182e-08,deltaE per km2 per sp.,41,30995
DMA,SESA,all,0.0,,deltaE per km2 per sp.,11,30995
DOM,SESA,all,-6.827665655073644e-09,3.817122513964416e-07,deltaE per km2 per sp.,557,30995
ECU,SESA,all,-1.381902043167114e-07,1.3568880671722489e-08,deltaE per km2 per sp.,1643,30995
EGY,SESA,all,-6.672359126123112e-11,2.2067388258927965e-10,deltaE per km2 per sp.,1319,30995
SLV,SESA,all,-5.627358155787318e-08,1.7255596555171664e-08,deltaE per km2 per sp.,255,30995
GNQ,SESA,all,0.0,,deltaE per km2 per sp.,193,30995
ERI,SESA,all,7.299059055647631e-09,3.6295343452261063e-09,deltaE per km2 per sp.,705,30995
EST,SESA,all,-1.851796483157741e-10,2.0235559051376325e-11,deltaE per km2 per sp.,849,30995
ETH,SESA,all,-1.0436121715738739e-09,6.005600615801945e-10,deltaE per km2 per sp.,6981,30995
FJI,SESA,all,-1.4377088233745959e-07,2.6054977547339293e-08,deltaE per km2 per sp.,108,30995
FIN,SESA,all,-1.0103942971647256e-10,4.100696485416319e-11,deltaE per km2 per sp.,2239,30995
GAB,SESA,all,0.0,9.957002751766493e-09,deltaE per km2 per sp.,1073,30995
GMB,SESA,all,-1.7865612774025193e-09,2.2008157194848185e-10,deltaE per km2 per sp.,128,30995
MAR,SESA,all,-1.5858457046908273e-08,5.91052945974636e-10,deltaE per km2 per sp.,3727,30995
MOZ,SESA,all,1.486602453790373e-08,2.6257879004419205e-09,deltaE per km2 per sp.,7146,30995
NAM,SESA,all,-1.2505236429764942e-08,5.424824271904531e-10,deltaE per km2 per sp.,1960,30995
GEO,SESA,all,-4.6002836305131584e-09,3.9789908608395774e-10,deltaE per km2 per sp.,983,30995
DEU,SESA,all,-5.125524718644383e-10,2.2153167488178308e-11,deltaE per km2 per sp.,6369,30995
GHA,SESA,all,-1.3187657675317331e-08,2.6159688271857065e-09,deltaE per km2 per sp.,2656,30995
GRC,SESA,all,-3.554267963080414e-09,5.816283135573514e-10,deltaE per km2 per sp.,1927,30995
GRL,SESA,all,,,deltaE per km2 per sp.,,30995
GRD,SESA,all,0.0,,deltaE per km2 per sp.,5,30995
NRU,SESA,all,,,deltaE per km2 per sp.,,30995
GTM,SESA,all,-1.9140824349952188e-08,1.6916134345536166e-08,deltaE per km2 per sp.,1143,30995
NPL,SESA,all,-1.916890733970873e-08,5.466423770507327e-09,deltaE per km2 per sp.,1668,30995
GIN,SESA,all,-7.829969811289796e-08,1.8332962855865e-08,deltaE per km2 per sp.,2642,30995
GNB,SESA,all,-1.1675559363785393e-09,1.2976035182110084e-09,deltaE per km2 per sp.,387,30995
GUY,SESA,all,-1.1291311219352451e-09,1.5991193284322404e-08,deltaE per km2 per sp.,425,30995
HTI,SESA,all,1.5612582124965743e-09,9.954327092335667e-08,deltaE per km2 per sp.,332,30995
JOR,SESA,all,-4.27351219579003e-08,1.9417390590867572e-08,deltaE per km2 per sp.,269,30995
HND,SESA,all,-1.2179389771422716e-08,2.7567692719207904e-08,deltaE per km2 per sp.,1157,30995
HUN,SESA,all,-3.2912097519285685e-10,2.0598794099513237e-11,deltaE per km2 per sp.,1573,30995
ISL,SESA,all,-1.104125980901261e-11,1.5484867826439007e-12,deltaE per km2 per sp.,561,30995
IDN,SESA,all,-9.353830505731255e-08,9.220400299438602e-09,deltaE per km2 per sp.,14209,30995
IRN,SESA,all,-2.8153881610911952e-08,4.197272419742241e-09,deltaE per km2 per sp.,13498,30995
IRQ,SESA,all,-1.5300195839791864e-10,3.974179748611183e-11,deltaE per km2 per sp.,3067,30995
IRL,SESA,all,-2.4076231659000006e-11,6.126330424598883e-12,deltaE per km2 per sp.,1320,30995
KAZ,SESA,all,-1.0880425130684942e-09,3.609193362652237e-11,deltaE per km2 per sp.,20471,30995
KEN,SESA,all,-3.077686846569737e-08,5.77602413842251e-09,deltaE per km2 per sp.,2861,30995
KIR,SESA,all,,,deltaE per km2 per sp.,,30995
PRK,SESA,all,-8.572725077212756e-10,3.155446944158294e-10,deltaE per km2 per sp.,1588,30995
KOR,SESA,all,-1.4970183431846935e-09,3.6490611181684217e-10,deltaE per km2 per sp.,1155,30995
XKX,SESA,all,-8.518302486992813e-10,5.375819191476351e-10,deltaE per km2 per sp.,164,30995
SRB,SESA,all,-1.008609503112206e-09,2.2583358159533156e-10,deltaE per km2 per sp.,1201,30995
SYC,SESA,all,,,deltaE per km2 per sp.,,30995
SLE,SESA,all,-1.0082790364842638e-08,2.428711937901113e-09,deltaE per km2 per sp.,857,30995
SGP,SESA,all,0.0,,deltaE per km2 per sp.,6,30995
ITA,SESA,all,-1.0408352829370873e-09,1.6599391775854152e-10,deltaE per km2 per sp.,4459,30995
JAM,SESA,all,-3.314067242854435e-08,5.400035294321501e-07,deltaE per km2 per sp.,122,30995
JPN,SESA,all,-9.400681695443868e-09,4.970529322561403e-09,deltaE per km2 per sp.,4074,30995
KGZ,SESA,all,-2.0046345115944176e-08,2.285861322416489e-09,deltaE per km2 per sp.,1685,30995
LAO,SESA,all,-1.4630561843960367e-07,1.584716029726926e-07,deltaE per km2 per sp.,1586,30995
LVA,SESA,all,-2.2677224900503632e-10,3.1011581880631576e-11,deltaE per km2 per sp.,1215,30995
LBN,SESA,all,-8.462984222229519e-09,3.7565153180778846e-09,deltaE per km2 per sp.,144,30995
LSO,SESA,all,0.0,,deltaE per km2 per sp.,355,30995
LBR,SESA,all,-1.0328623104966494e-07,7.382974657283817e-09,deltaE per km2 per sp.,839,30995
LBY,SESA,all,-7.4386571734462545e-09,7.238617811609491e-10,deltaE per km2 per sp.,1539,30995
LIE,SESA,all,-1.5377500661717391e-09,4.097114605059844e-10,deltaE per km2 per sp.,3,30995
LTU,SESA,all,-2.7848310956936667e-10,4.85970247538625e-11,deltaE per km2 per sp.,1267,30995
LUX,SESA,all,0.0,,deltaE per km2 per sp.,46,30995
MCO,SESA,all,,,deltaE per km2 per sp.,,30995
MNG,SESA,all,-8.350328917710833e-10,2.9863155509687335e-11,deltaE per km2 per sp.,3878,30995
MNE,SESA,all,-1.0696635660556453e-09,1.3339667746170254e-09,deltaE per km2 per sp.,187,30995
MKD,SESA,all,-3.319900718698497e-09,4.100965401750417e-10,deltaE per km2 per sp.,377,30995
MDG,SESA,all,-1.468574691985005e-07,1.1182023034912878e-08,deltaE per km2 per sp.,6594,30995
MWI,SESA,all,-4.007329992122801e-08,9.528649429284427e-09,deltaE per km2 per sp.,1133,30995
MYS,SESA,all,-2.2646314612539344e-08,5.074680687488229e-08,deltaE per km2 per sp.,2780,30995
MDV,SESA,all,,,deltaE per km2 per sp.,,30995
MLI,SESA,all,-4.0734129035783937e-08,1.214160837326314e-09,deltaE per km2 per sp.,5414,30995
MLT,SESA,all,0.0,,deltaE per km2 per sp.,6,30995
MHL,SESA,all,,,deltaE per km2 per sp.,,30995
MRT,SESA,all,-4.423405515784399e-09,1.8572393076624877e-10,deltaE per km2 per sp.,1942,30995
MUS,SESA,all,0.0,,deltaE per km2 per sp.,22,30995
MEX,SESA,all,-1.1696889900090459e-08,2.717765696890129e-09,deltaE per km2 per sp.,16189,30995
FSM,SESA,all,,,deltaE per km2 per sp.,,30995
MDA,SESA,all,0.0,,deltaE per km2 per sp.,576,30995
NIC,SESA,all,-1.905474241891227e-07,9.696374740985295e-08,deltaE per km2 per sp.,1253,30995
OMN,SESA,all,-4.364247893096319e-09,8.557611987158508e-10,deltaE per km2 per sp.,433,30995
PAK,SESA,all,2.7527398929104923e-09,3.598863636552461e-09,deltaE per km2 per sp.,7937,30995
PLW,SESA,all,,,deltaE per km2 per sp.,,30995
PAN,SESA,all,-4.3999524733109594e-08,1.0843754656868295e-08,deltaE per km2 per sp.,599,30995
PNG,SESA,all,-1.1097336540533132e-07,1.5302953378648665e-08,deltaE per km2 per sp.,1590,30995
PRY,SESA,all,-1.2915102749445056e-09,5.139724639511714e-10,deltaE per km2 per sp.,3911,30995
PER,SESA,all,-5.289728951954535e-08,3.3631075770536955e-09,deltaE per km2 per sp.,5184,30995
PHL,SESA,all,-2.493315668214027e-07,7.681340682133851e-08,deltaE per km2 per sp.,3374,30995
POL,SESA,all,-5.437177816619752e-10,5.585762956662957e-11,deltaE per km2 per sp.,5674,30995
PRT,SESA,all,-9.340339040108162e-09,7.366755919881849e-10,deltaE per km2 per sp.,1386,30995
ROU,SESA,all,-1.3249449455242023e-09,7.685053737820676e-11,deltaE per km2 per sp.,3639,30995
RUS,SESA,all,-2.32117946336444e-10,1.467591692861337e-11,deltaE per km2 per sp.,61772,30995
RWA,SESA,all,-1.2581611131467017e-07,6.89063975782577e-08,deltaE per km2 per sp.,291,30995
WSM,SESA,all,,,deltaE per km2 per sp.,,30995
SMR,SESA,all,-9.217584473475426e-10,0.0,deltaE per km2 per sp.,1,30995
TON,SESA,all,-1.1028798319046018e-08,0.0,deltaE per km2 per sp.,1,30995
TTO,SESA,all,-1.5334453706827844e-08,6.418284240453412e-08,deltaE per km2 per sp.,44,30995
TUN,SESA,all,-7.939474667887768e-09,1.7590041253424146e-09,deltaE per km2 per sp.,1280,30995
TKM,SESA,all,-9.457786177078192e-09,2.1494323785986588e-09,deltaE per km2 per sp.,1772,30995
STP,SESA,all,0.0,,deltaE per km2 per sp.,12,30995
SAU,SESA,all,-1.4895171790532336e-08,1.6180052009241984e-09,deltaE per km2 per sp.,3790,30995
SEN,SESA,all,7.939269452106079e-10,3.8472771570180457e-10,deltaE per km2 per sp.,1945,30995
SVK,SESA,all,-1.2944637570454032e-09,1.801228585552899e-10,deltaE per km2 per sp.,768,30995
SVN,SESA,all,-1.0188056455186684e-09,1.346269567135298e-10,deltaE per km2 per sp.,320,30995
SLB,SESA,all,0.0,,deltaE per km2 per sp.,165,30995
SOM,SESA,all,7.70692953804502e-08,7.583205986257271e-09,deltaE per km2 per sp.,2379,30995
ZAF,SESA,all,-2.678888198072593e-07,8.081171164165727e-09,deltaE per km2 per sp.,10787,30995
SSD,SESA,all,-5.996173178669055e-08,3.2117635758059547e-09,deltaE per km2 per sp.,5197,30995
ESP,SESA,all,-2.380142664200184e-09,6.47615738895312e-10,deltaE per km2 per sp.,7523,30995
LKA,SESA,all,-6.75697611562368e-08,1.296763603598449e-08,deltaE per km2 per sp.,758,30995
KNA,SESA,all,0.0,,deltaE per km2 per sp.,3,30995
LCA,SESA,all,0.0,,deltaE per km2 per sp.,7,30995
VCT,SESA,all,0.0,,deltaE per km2 per sp.,4,30995
SDN,SESA,all,-1.667779708970335e-10,1.3675436839614303e-10,deltaE per km2 per sp.,7376,30995
SUR,SESA,all,0.0,1.9698387393266875e-08,deltaE per km2 per sp.,60,30995
SWZ,SESA,all,-5.824110780224453e-08,6.725960572249733e-09,deltaE per km2 per sp.,231,30995
SWE,SESA,all,-1.2847542712127412e-10,2.263344355290833e-11,deltaE per km2 per sp.,2280,30995
CHE,SESA,all,-1.2899779344178097e-09,9.055352755416505e-11,deltaE per km2 per sp.,529,30995
SYR,SESA,all,-8.477728833664146e-09,1.6140686306084328e-09,deltaE per km2 per sp.,1765,30995
TWN,SESA,all,-2.6407651838959153e-08,6.286182688771496e-08,deltaE per km2 per sp.,435,30995
TJK,SESA,all,-9.616264920609261e-08,1.518806060174836e-08,deltaE per km2 per sp.,962,30995
TZA,SESA,all,1.0903695434209538e-08,8.400989123730306e-09,deltaE per km2 per sp.,8261,30995
THA,SESA,all,-2.305510056559942e-09,4.174473939698173e-09,deltaE per km2 per sp.,5514,30995
TLS,SESA,all,-3.120920332833066e-07,2.9519946540253656e-08,deltaE per km2 per sp.,180,30995
TGO,SESA,all,-1.0252740109809204e-09,1.0696727003874524e-09,deltaE per km2 per sp.,673,30995
TUV,SESA,all,,,deltaE per km2 per sp.,,30995
UGA,SESA,all,-1.5012384481570772e-09,4.934841305134614e-09,deltaE per km2 per sp.,2374,30995
URY,SESA,all,-2.2475223773385632e-08,8.834330944354746e-10,deltaE per km2 per sp.,2374,30995
UZB,SESA,all,-6.0120051423521895e-09,4.062436422875778e-10,deltaE per km2 per sp.,2219,30995
VUT,SESA,all,-1.080376250683912e-06,1.1899675414027621e-07,deltaE per km2 per sp.,92,30995
VAT,SESA,all,,,deltaE per km2 per sp.,,30995
VEN,SESA,all,-2.9208154358539155e-07,1.905997161590172e-07,deltaE per km2 per sp.,4806,30995
VNM,SESA,all,-7.329131040001291e-09,3.145255593471587e-09,deltaE per km2 per sp.,3513,30995
ZMB,SESA,all,-7.210232173901437e-09,8.5073662646321e-10,deltaE per km2 per sp.,6110,30995
ZWE,SESA,all,-2.7013035613596278e-08,2.4256965068467614e-09,deltaE per km2 per sp.,4392,30995
YEM,SESA,all,1.6699750580078813e-07,4.6909799447681874e-08,deltaE per km2 per sp.,2111,30995
UKR,SESA,all,-3.353348119969003e-09,1.0116813844924826e-10,deltaE per km2 per sp.,10375,30995
BHR,SESA,all,0.0,,deltaE per km2 per sp.,5,30995
KWT,SESA,all,0.0,,deltaE per km2 per sp.,56,30995
QAT,SESA,all,-2.5641326006908827e-09,5.121561638156453e-10,deltaE per km2 per sp.,103,30995
ARE,SESA,all,-5.006484116165666e-11,4.305863124020454e-10,deltaE per km2 per sp.,320,30995
TUR,SESA,all,3.0840402256057636e-08,1.3504591332387352e-08,deltaE per km2 per sp.,11138,30995
ISR,SESA,all,-5.071732880030155e-09,4.820500688980917e-09,deltaE per km2 per sp.,170,30995
BGD,SESA,all,-1.9916774846071675e-09,5.011697968860228e-10,deltaE per km2 per sp.,1751,30995
MMR,SESA,all,-4.2429649403558085e-09,5.369400312051548e-10,deltaE per km2 per sp.,5698,30995
IND,SESA,all,-5.129202426708195e-10,1.1172177919108946e-09,deltaE per km2 per sp.,37364,30995
BEN,SESA,all,-2.844533562928028e-09,1.0027792661432365e-09,deltaE per km2 per sp.,1166,30995
NER,SESA,all,1.801053420368835e-10,3.720699312174745e-11,deltaE per km2 per sp.,4365,30995
NGA,SESA,all,-1.0271121365749156e-09,2.8440130257052126e-10,deltaE per km2 per sp.,10551,30995
111,SESA,all,2.9045891756376135e-09,1.6432656251522251e-09,deltaE per km2 per sp.,57,30995
112,SESA,all,,,deltaE per km2 per sp.,,30995
113,SESA,all,0.0,,deltaE per km2 per sp.,2,30995
114,SESA,all,0.0,,deltaE per km2 per sp.,1,30995
115,SESA,all,,,deltaE per km2 per sp.,,30995
116,SESA,all,,,deltaE per km2 per sp.,,30995
117,SESA,all,-1.4032308756011437e-11,7.235492963576386e-12,deltaE per km2 per sp.,9,30995
118,SESA,all,1.1177886208143272e-11,6.412185238032895e-12,deltaE per km2 per sp.,6,30995
119,SESA,all,,,deltaE per km2 per sp.,,30995
120,SESA,all,,,deltaE per km2 per sp.,,30995
121,SESA,all,,,deltaE per km2 per sp.,,30995
122,SESA,all,,,deltaE per km2 per sp.,,30995
123,SESA,all,,,deltaE per km2 per sp.,,30995
124,SESA,all,,,deltaE per km2 per sp.,,30995
125,SESA,all,,,deltaE per km2 per sp.,,30995
126,SESA,all,,,deltaE per km2 per sp.,,30995
127,SESA,all,,,deltaE per km2 per sp.,,30995
128,SESA,all,,,deltaE per km2 per sp.,,30995
129,SESA,all,-3.5437433815430675e-08,2.0272936296976645e-08,deltaE per km2 per sp.,74,30995
ESH,SESA,all,-2.683700728312033e-08,6.2918299521035755e-09,deltaE per km2 per sp.,17,30995
AFG,RCOF,all,-1.0531624630353357e-08,6.839275941637557e-10,deltaE per km2 per sp.,7196,30995
GBR,RCOF,all,-5.802185443577888e-10,3.8716208832443e-11,deltaE per km2 per sp.,4871,30995
ALB,RCOF,all,-6.239608887946904e-09,1.024310432589737e-09,deltaE per km2 per sp.,427,30995
DZA,RCOF,all,-7.947466887002013e-09,4.42386094306578e-10,deltaE per km2 per sp.,3923,30995
USA,RCOF,all,-3.7001564851123193e-09,1.604637244186357e-10,deltaE per km2 per sp.,82880,30995
ATA,RCOF,all,,,deltaE per km2 per sp.,,30995
ATG,RCOF,all,0.0,,deltaE per km2 per sp.,6,30995
ARG,RCOF,all,-6.7961390113434435e-09,3.231422345139261e-10,deltaE per km2 per sp.,21539,30995
AND,RCOF,all,-2.6500192665257494e-11,9.93166998294881e-11,deltaE per km2 per sp.,2,30995
AGO,RCOF,all,-2.2798632706818044e-08,1.602591579848323e-09,deltaE per km2 per sp.,8531,30995
ARM,RCOF,all,-6.184085521217181e-09,1.1331237909314451e-09,deltaE per km2 per sp.,428,30995
NLD,RCOF,all,3.909538665025636e-11,6.993074117909466e-11,deltaE per km2 per sp.,662,30995
AUS,RCOF,all,-1.2649709519799682e-08,3.9955907395389836e-10,deltaE per km2 per sp.,19599,30995
AUT,RCOF,all,-8.398413504066609e-10,4.200805105766237e-11,deltaE per km2 per sp.,1192,30995
AZE,RCOF,all,-8.739146260692935e-10,1.1585518324512516e-10,deltaE per km2 per sp.,1238,30995
BHS,RCOF,all,7.772365965261783e-11,1.1501889357840186e-10,deltaE per km2 per sp.,14,30995
BRB,RCOF,all,0.0,,deltaE per km2 per sp.,6,30995
BLR,RCOF,all,-4.223919077960686e-10,3.7713023786454186e-11,deltaE per km2 per sp.,3896,30995
BEL,RCOF,all,-4.866639883108415e-10,8.065728938521554e-11,deltaE per km2 per sp.,539,30995
BLZ,RCOF,all,-1.222520997544873e-08,1.7835812581087297e-09,deltaE per km2 per sp.,175,30995
BTN,RCOF,all,-1.9345432697591034e-08,1.3386721632180017e-08,deltaE per km2 per sp.,261,30995
BOL,RCOF,all,-1.94610415787857e-08,1.4438585248701103e-09,deltaE per km2 per sp.,6582,30995
BIH,RCOF,all,-1.0883405109701224e-09,8.577218850645039e-11,deltaE per km2 per sp.,804,30995
BWA,RCOF,all,-6.309084062474908e-09,4.505315668242349e-10,deltaE per km2 per sp.,1122,30995
NOR,RCOF,all,-1.9100806434393172e-11,1.4483213195304288e-11,deltaE per km2 per sp.,760,30995
COL,RCOF,all,-3.229317236360361e-08,3.88748744317329e-09,deltaE per km2 per sp.,7009,30995
COM,RCOF,all,-9.64034020019729e-08,5.132129271388748e-08,deltaE per km2 per sp.,12,30995
BRA,RCOF,all,2.482678580157058e-08,9.462243622622791e-09,deltaE per km2 per sp.,60320,30995
FRA,RCOF,all,-2.542424988779021e-08,8.518278788674464e-10,deltaE per km2 per sp.,8965,30995
COD,RCOF,all,3.238580718561441e-08,3.6789953586063618e-09,deltaE per km2 per sp.,12594,30995
COG,RCOF,all,3.436138596934693e-08,2.3430274738808916e-09,deltaE per km2 per sp.,1798,30995
NZL,RCOF,all,-7.589894363328413e-09,1.3035688652705324e-09,deltaE per km2 per sp.,3480,30995
BRN,RCOF,all,-3.038065132798806e-09,1.50112847996838e-08,deltaE per km2 per sp.,34,30995
BGR,RCOF,all,-4.587775829034633e-10,1.106112740157156e-10,deltaE per km2 per sp.,1584,30995
BFA,RCOF,all,-2.598324017156162e-09,1.1114796915123336e-10,deltaE per km2 per sp.,3110,30995
BDI,RCOF,all,0.0,,deltaE per km2 per sp.,299,30995
CPV,RCOF,all,-1.2712949662218803e-08,5.869059392551277e-09,deltaE per km2 per sp.,42,30995
KHM,RCOF,all,-5.425696911171618e-09,5.52766580753482e-10,deltaE per km2 per sp.,1821,30995
CMR,RCOF,all,-6.948262836749771e-09,1.0456010726699728e-09,deltaE per km2 per sp.,3846,30995
CAN,RCOF,all,-1.711111855374364e-10,8.048441537903213e-12,deltaE per km2 per sp.,17287,30995
CRI,RCOF,all,-3.0498388910024973e-07,8.241310158258949e-08,deltaE per km2 per sp.,502,30995
CIV,RCOF,all,-5.7838359239596815e-09,1.4805645187481672e-09,deltaE per km2 per sp.,3481,30995
HRV,RCOF,all,-8.434296238493098e-10,1.830749598727615e-10,deltaE per km2 per sp.,834,30995
CUB,RCOF,all,-2.454884437952387e-07,1.3433921615434495e-07,deltaE per km2 per sp.,1232,30995
CAF,RCOF,all,-1.7778979816455227e-09,2.941686240632424e-10,deltaE per km2 per sp.,3839,30995
TCD,RCOF,all,-9.621259608200044e-09,2.2803964479082556e-10,deltaE per km2 per sp.,5359,30995
CHL,RCOF,all,-9.712008119718633e-09,1.193338743213822e-09,deltaE per km2 per sp.,3691,30995
CHN,RCOF,all,-8.80396598567298e-09,4.6552174442627485e-10,deltaE per km2 per sp.,75459,30995
CYP,RCOF,all,-4.0657262279086837e-10,8.111929784538296e-09,deltaE per km2 per sp.,115,30995
CZE,RCOF,all,-2.41004627577532e-10,1.6936836426670207e-11,deltaE per km2 per sp.,1400,30995
DNK,RCOF,all,0.0,3.0106099378039787e-11,deltaE per km2 per sp.,875,30995
DJI,RCOF,all,-6.738783923238012e-11,2.2809834741536182e-08,deltaE per km2 per sp.,41,30995
DMA,RCOF,all,0.0,,deltaE per km2 per sp.,11,30995
DOM,RCOF,all,-6.827665655073644e-09,3.817122513964416e-07,deltaE per km2 per sp.,557,30995
ECU,RCOF,all,3.6504353431132707e-08,2.358545163735304e-08,deltaE per km2 per sp.,1643,30995
EGY,RCOF,all,-5.944222486429002e-10,2.5515589929989083e-10,deltaE per km2 per sp.,1319,30995
SLV,RCOF,all,0.0,,deltaE per km2 per sp.,255,30995
GNQ,RCOF,all,-5.735702155086733e-09,3.755815892727191e-09,deltaE per km2 per sp.,193,30995
ERI,RCOF,all,-2.305417508270995e-08,3.0621195190948958e-09,deltaE per km2 per sp.,705,30995
EST,RCOF,all,-1.851796483157741e-10,2.0235559051376325e-11,deltaE per km2 per sp.,849,30995
ETH,RCOF,all,-6.171007558943382e-09,3.6539874384200364e-10,deltaE per km2 per sp.,6981,30995
FJI,RCOF,all,-1.4451531935051056e-07,2.619411109808821e-08,deltaE per km2 per sp.,108,30995
FIN,RCOF,all,-1.0103942971647256e-10,4.100696485416319e-11,deltaE per km2 per sp.,2239,30995
GAB,RCOF,all,-1.493348753676541e-09,2.981383028997582e-09,deltaE per km2 per sp.,1073,30995
GMB,RCOF,all,-5.194484176129777e-09,1.594007010661606e-09,deltaE per km2 per sp.,128,30995
MAR,RCOF,all,-1.5305515074903424e-08,5.608263406364846e-10,deltaE per km2 per sp.,3727,30995
MOZ,RCOF,all,-4.096716471702689e-08,1.8116491569924822e-09,deltaE per km2 per sp.,7146,30995
NAM,RCOF,all,-1.2504686951952683e-08,5.424573570119701e-10,deltaE per km2 per sp.,1960,30995
GEO,RCOF,all,-4.6002836305131584e-09,3.9789908608395774e-10,deltaE per km2 per sp.,983,30995
DEU,RCOF,all,-5.125524718644383e-10,2.2153167488178308e-11,deltaE per km2 per sp.,6369,30995
GHA,RCOF,all,-1.5956759404428475e-08,4.431525966297208e-09,deltaE per km2 per sp.,2656,30995
GRC,RCOF,all,-3.5316110535074934e-09,5.761829910872088e-10,deltaE per km2 per sp.,1927,30995
GRL,RCOF,all,,,deltaE per km2 per sp.,,30995
GRD,RCOF,all,0.0,,deltaE per km2 per sp.,5,30995
NRU,RCOF,all,,,deltaE per km2 per sp.,,30995
GTM,RCOF,all,-1.426887460225378e-08,1.0734363345711262e-08,deltaE per km2 per sp.,1143,30995
NPL,RCOF,all,-1.908565062578965e-08,5.4409708148584695e-09,deltaE per km2 per sp.,1668,30995
GIN,RCOF,all,-3.205720602034469e-09,1.8658356790319605e-09,deltaE per km2 per sp.,2642,30995
GNB,RCOF,all,0.0,,deltaE per km2 per sp.,387,30995
GUY,RCOF,all,-3.966369411601356e-09,4.1718988313597795e-09,deltaE per km2 per sp.,425,30995
HTI,RCOF,all,-1.445411476138266e-06,1.433526448596758e-07,deltaE per km2 per sp.,332,30995
JOR,RCOF,all,-4.145311407945974e-08,1.8770181868846726e-08,deltaE per km2 per sp.,269,30995
HND,RCOF,all,-1.3335123373275081e-08,2.3837533928455215e-08,deltaE per km2 per sp.,1157,30995
HUN,RCOF,all,-3.2912097519285685e-10,2.0598794099513237e-11,deltaE per km2 per sp.,1573,30995
ISL,RCOF,all,-1.104125980901261e-11,1.5484867826439007e-12,deltaE per km2 per sp.,561,30995
IDN,RCOF,all,-1.5137825629308856e-08,2.744404460069245e-09,deltaE per km2 per sp.,14209,30995
IRN,RCOF,all,-5.465435036103528e-09,5.989508730941116e-10,deltaE per km2 per sp.,13498,30995
IRQ,RCOF,all,-1.8553988070121894e-10,3.386642883511904e-11,deltaE per km2 per sp.,3067,30995
IRL,RCOF,all,-2.4076231659000006e-11,6.126330424598883e-12,deltaE per km2 per sp.,1320,30995
KAZ,RCOF,all,-1.0878956820694853e-09,3.6086319347091024e-11,deltaE per km2 per sp.,20471,30995
KEN,RCOF,all,-1.742305898141626e-08,1.0799014146190589e-09,deltaE per km2 per sp.,2861,30995
KIR,RCOF,all,,,deltaE per km2 per sp.,,30995
PRK,RCOF,all,-8.561612077089151e-10,3.151213771735079e-10,deltaE per km2 per sp.,1588,30995
KOR,RCOF,all,-1.2437500224171672e-09,1.0054272998430829e-09,deltaE per km2 per sp.,1155,30995
XKX,RCOF,all,-8.518302486992813e-10,5.375819191476351e-10,deltaE per km2 per sp.,164,30995
SRB,RCOF,all,-1.008609503112206e-09,2.2583358159533156e-10,deltaE per km2 per sp.,1201,30995
SYC,RCOF,all,,,deltaE per km2 per sp.,,30995
SLE,RCOF,all,-5.937262655577282e-09,7.763786072892253e-10,deltaE per km2 per sp.,857,30995
SGP,RCOF,all,0.0,,deltaE per km2 per sp.,6,30995
ITA,RCOF,all,-1.039376651473819e-09,1.650288422607712e-10,deltaE per km2 per sp.,4459,30995
JAM,RCOF,all,-3.314067242854435e-08,5.400035294321501e-07,deltaE per km2 per sp.,122,30995
JPN,RCOF,all,-9.380843570466123e-09,4.953791484457742e-09,deltaE per km2 per sp.,4074,30995
KGZ,RCOF,all,-1.997895620272004e-08,2.277975595843637e-09,deltaE per km2 per sp.,1685,30995
