ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,sp_count
FRA,COWP,all,-1.6618767597907025e-08,9.84480783705297e-10,deltaE per km2 per sp.,9273,30997
COD,COWP,all,7.831563541286241e-10,6.232906737742947e-10,deltaE per km2 per sp.,16361,30997
COG,COWP,all,-1.4255001232047622e-08,5.404030032891459e-09,deltaE per km2 per sp.,2060,30997
NZL,COWP,all,-1.0748089917888089e-08,1.2829118696450544e-09,deltaE per km2 per sp.,3393,30997
BRN,COWP,all,0.0,,deltaE per km2 per sp.,40,30997
BGR,COWP,all,-9.095962060914572e-10,3.78774397355431e-11,deltaE per km2 per sp.,1643,30997
BFA,COWP,all,-5.758168382958436e-10,5.978935195106505e-11,deltaE per km2 per sp.,2996,30997
BDI,COWP,all,-7.48170414510696e-09,1.4195731389177694e-08,deltaE per km2 per sp.,297,30997
CPV,COWP,all,0.0,,deltaE per km2 per sp.,39,30997
KHM,COWP,all,-5.052094760109023e-09,5.465917773735007e-10,deltaE per km2 per sp.,1792,30997
CMR,COWP,all,-6.058222883053105e-09,1.498258769021144e-09,deltaE per km2 per sp.,4165,30997
CAN,COWP,all,-2.589044808007106e-10,5.116656569743358e-12,deltaE per km2 per sp.,17826,30997
CRI,COWP,all,-2.0510185900024357e-07,4.6680624184857224e-08,deltaE per km2 per sp.,504,30997
CIV,COWP,all,-1.4516385410554205e-08,2.149123018825075e-09,deltaE per km2 per sp.,3429,30997
HRV,COWP,all,-9.80586649872931e-10,1.4252543867144726e-10,deltaE per km2 per sp.,854,30997
CUB,COWP,all,-1.1171822813989506e-07,4.003206947644026e-08,deltaE per km2 per sp.,1194,30997
CAF,COWP,all,-9.199291159229514e-10,1.4079218278920947e-10,deltaE per km2 per sp.,3401,30997
TCD,COWP,all,-2.8994970421450384e-09,1.1451670142747683e-10,deltaE per km2 per sp.,3728,30997
CHL,COWP,all,-1.2024008653749399e-08,1.2410621716594052e-09,deltaE per km2 per sp.,4447,30997
CHN,COWP,all,-8.687190530519235e-09,5.184658227375642e-10,deltaE per km2 per sp.,74562,30997
CYP,COWP,all,3.760797211806852e-09,1.1172542159756146e-08,deltaE per km2 per sp.,113,30997
CZE,COWP,all,-3.6304841750751135e-10,1.6636743393110733e-11,deltaE per km2 per sp.,1395,30997
DNK,COWP,all,-6.037273950772994e-11,1.1856147571405981e-11,deltaE per km2 per sp.,881,30997
DJI,COWP,all,0.0,1.4530215152674307e-13,deltaE per km2 per sp.,26,30997
DMA,COWP,all,0.0,,deltaE per km2 per sp.,11,30997
DOM,COWP,all,0.0,,deltaE per km2 per sp.,562,30997
ECU,COWP,all,-7.373057011594851e-07,5.654409412612798e-08,deltaE per km2 per sp.,1977,30997
EGY,COWP,all,-3.2571775955587653e-10,1.4621592083100333e-10,deltaE per km2 per sp.,1358,30997
SLV,COWP,all,-1.904682989106732e-08,9.734627733006757e-08,deltaE per km2 per sp.,249,30997
GNQ,COWP,all,0.0,,deltaE per km2 per sp.,206,30997
ERI,COWP,all,-6.381362942693589e-09,8.064180522597128e-10,deltaE per km2 per sp.,553,30997
EST,COWP,all,-1.3118316315551575e-10,6.558879576936449e-12,deltaE per km2 per sp.,904,30997
ETH,COWP,all,-5.266488259147972e-09,2.404879766669751e-10,deltaE per km2 per sp.,6618,30997
FJI,COWP,all,-2.717705520773821e-07,4.271603390763462e-08,deltaE per km2 per sp.,113,30997
FIN,COWP,all,-5.765093497839763e-11,2.6566390452127525e-12,deltaE per km2 per sp.,2539,30997
GAB,COWP,all,-6.409889336122204e-09,6.130239462902881e-09,deltaE per km2 per sp.,693,30997
GMB,COWP,all,-6.97139536351042e-09,7.604687629745088e-10,deltaE per km2 per sp.,127,30997
MAR,COWP,all,-1.202482762969767e-08,5.240269779999937e-10,deltaE per km2 per sp.,3451,30997
MOZ,COWP,all,1.8966884952135015e-09,1.0831604363343298e-09,deltaE per km2 per sp.,7686,30997
NAM,COWP,all,-4.625840283654719e-09,3.5490332567746315e-10,deltaE per km2 per sp.,1384,30997
GEO,COWP,all,-3.4829653550420643e-09,4.734167522438858e-10,deltaE per km2 per sp.,979,30997
DEU,COWP,all,-4.78309335445468e-10,1.1734458883057226e-11,deltaE per km2 per sp.,6442,30997
GHA,COWP,all,-6.9064599413561406e-09,3.1969446402224896e-09,deltaE per km2 per sp.,2677,30997
GRC,COWP,all,-4.509839113549995e-09,6.41392471884645e-10,deltaE per km2 per sp.,1941,30997
GRL,COWP,all,,,deltaE per km2 per sp.,,30997
GRD,COWP,all,0.0,,deltaE per km2 per sp.,5,30997
NRU,COWP,all,,,deltaE per km2 per sp.,,30997
GTM,COWP,all,-5.725635876530077e-07,7.094759798981458e-08,deltaE per km2 per sp.,1242,30997
NPL,COWP,all,-2.060101702336379e-08,3.153539632471187e-09,deltaE per km2 per sp.,1628,30997
GIN,COWP,all,-2.2038862415391504e-08,2.3010157260507116e-09,deltaE per km2 per sp.,1772,30997
GNB,COWP,all,-5.584546486392405e-08,6.838296790019297e-09,deltaE per km2 per sp.,387,30997
GUY,COWP,all,-3.350577824973108e-09,1.1467318409967648e-09,deltaE per km2 per sp.,545,30997
HTI,COWP,all,-7.040523900106522e-08,2.3025060184226224e-08,deltaE per km2 per sp.,331,30997
JOR,COWP,all,-3.698039747160243e-08,1.079514713501568e-08,deltaE per km2 per sp.,252,30997
HND,COWP,all,-2.201278316845472e-08,3.0169101131888694e-08,deltaE per km2 per sp.,1208,30997
HUN,COWP,all,-4.821724661956579e-10,1.8376872372822483e-11,deltaE per km2 per sp.,1572,30997
ISL,COWP,all,-1.1932907911393813e-12,2.856797745187261e-13,deltaE per km2 per sp.,47,30997
IDN,COWP,all,-1.249749924296557e-07,5.981849262699122e-09,deltaE per km2 per sp.,13455,30997
IRN,COWP,all,-9.722209126871313e-09,8.137907569422738e-10,deltaE per km2 per sp.,15437,30997
IRQ,COWP,all,-1.1271614245975715e-10,6.418592392184197e-11,deltaE per km2 per sp.,3069,30997
IRL,COWP,all,-3.3498006437376764e-11,6.155187702757592e-13,deltaE per km2 per sp.,1349,30997
KAZ,COWP,all,-5.557434336148164e-10,1.8540149827838806e-11,deltaE per km2 per sp.,17610,30997
KEN,COWP,all,1.5915402491833482e-08,4.171332278163524e-09,deltaE per km2 per sp.,2474,30997
KIR,COWP,all,,,deltaE per km2 per sp.,,30997
PRK,COWP,all,-1.9522000301031017e-09,5.502044531569318e-10,deltaE per km2 per sp.,1616,30997
KOR,COWP,all,-2.3526198582175175e-09,3.539092207357938e-10,deltaE per km2 per sp.,1294,30997
XKX,COWP,all,-8.734513257208153e-10,1.1550111114933018e-10,deltaE per km2 per sp.,169,30997
SRB,COWP,all,-7.645934508085722e-10,4.4981404819370204e-11,deltaE per km2 per sp.,1220,30997
SYC,COWP,all,0.0,0.0,deltaE per km2 per sp.,1,30997
SLE,COWP,all,-1.4510515168219097e-08,3.1481167484120017e-09,deltaE per km2 per sp.,830,30997
SGP,COWP,all,-2.2000851392552553e-07,9.340643116030035e-08,deltaE per km2 per sp.,4,30997
ITA,COWP,all,-1.195632973099919e-09,9.904509464349931e-11,deltaE per km2 per sp.,4398,30997
JAM,COWP,all,-2.426555849432351e-07,1.380893618971583e-07,deltaE per km2 per sp.,96,30997
JPN,COWP,all,-1.5960708146247547e-08,1.9960085945417887e-09,deltaE per km2 per sp.,3718,30997
KGZ,COWP,all,-1.0740350992415933e-08,2.978750372316068e-09,deltaE per km2 per sp.,2287,30997
LAO,COWP,all,-1.416989949687791e-08,3.325097741515341e-09,deltaE per km2 per sp.,1904,30997
LVA,COWP,all,-1.651528780300078e-10,6.1508319520222715e-12,deltaE per km2 per sp.,1292,30997
LBN,COWP,all,-1.1910394448477746e-08,4.855694798632253e-09,deltaE per km2 per sp.,144,30997
LSO,COWP,all,-1.575927194733022e-08,1.4118989443821228e-09,deltaE per km2 per sp.,313,30997
LBR,COWP,all,-1.938207372376155e-09,1.4631575175181409e-08,deltaE per km2 per sp.,912,30997
LBY,COWP,all,-1.5282437301740923e-09,1.790303857679591e-10,deltaE per km2 per sp.,1336,30997
LIE,COWP,all,-1.5973683487047197e-09,4.70035831694359e-10,deltaE per km2 per sp.,2,30997
LTU,COWP,all,-2.01976251988693e-10,9.751495652137623e-12,deltaE per km2 per sp.,1283,30997
LUX,COWP,all,-4.935985046620554e-10,8.557614626406626e-11,deltaE per km2 per sp.,46,30997
MCO,COWP,all,,,deltaE per km2 per sp.,,30997
MNG,COWP,all,-2.3735921132982993e-10,1.4731917892708793e-11,deltaE per km2 per sp.,2355,30997
MNE,COWP,all,-1.1737454619505463e-09,1.480623541485997e-10,deltaE per km2 per sp.,207,30997
MKD,COWP,all,-2.2805810203007372e-09,2.6783805057891194e-10,deltaE per km2 per sp.,382,30997
MDG,COWP,all,-2.0829867009759712e-07,1.2892059159151346e-08,deltaE per km2 per sp.,6941,30997
MWI,COWP,all,8.81752728980483e-09,5.6281601875730735e-09,deltaE per km2 per sp.,1095,30997
MYS,COWP,all,-4.1993207577917246e-08,3.502022442058795e-08,deltaE per km2 per sp.,3556,30997
MDV,COWP,all,,,deltaE per km2 per sp.,,30997
MLI,COWP,all,1.4161036739501838e-09,2.537246218443049e-10,deltaE per km2 per sp.,4811,30997
MLT,COWP,all,0.0,,deltaE per km2 per sp.,6,30997
MHL,COWP,all,,,deltaE per km2 per sp.,,30997
MRT,COWP,all,-1.303510851339909e-08,3.393714789315645e-09,deltaE per km2 per sp.,808,30997
MUS,COWP,all,0.0,,deltaE per km2 per sp.,21,30997
MEX,COWP,all,-1.9780004735656066e-08,8.224407960355242e-10,deltaE per km2 per sp.,17717,30997
FSM,COWP,all,,,deltaE per km2 per sp.,,30997
MDA,COWP,all,-2.212659855018216e-10,5.624268977447581e-11,deltaE per km2 per sp.,576,30997
NIC,COWP,all,-2.2392681621070787e-08,3.4155597926243883e-09,deltaE per km2 per sp.,1311,30997
OMN,COWP,all,-3.4021319524519527e-09,6.55813458621072e-10,deltaE per km2 per sp.,407,30997
PAK,COWP,all,-2.8482408535378353e-09,1.9639992690180776e-09,deltaE per km2 per sp.,7510,30997
PLW,COWP,all,,,deltaE per km2 per sp.,,30997
PAN,COWP,all,-3.70388973573343e-08,1.2321659806580272e-08,deltaE per km2 per sp.,591,30997
PNG,COWP,all,-1.5391130037123446e-10,1.074768541813034e-07,deltaE per km2 per sp.,1582,30997
PRY,COWP,all,-2.9308499445404446e-09,2.3146371240844464e-10,deltaE per km2 per sp.,4415,30997
PER,COWP,all,-5.245361434805713e-08,1.244224793924416e-08,deltaE per km2 per sp.,6430,30997
PHL,COWP,all,1.4627749423505788e-06,1.5280401790835295e-07,deltaE per km2 per sp.,3414,30997
POL,COWP,all,-4.4994574005703465e-10,1.2814170031463434e-11,deltaE per km2 per sp.,5662,30997
PRT,COWP,all,-6.833583081351327e-09,6.137819723221702e-10,deltaE per km2 per sp.,1386,30997
ROU,COWP,all,-4.735840631221804e-10,2.5411250875728354e-11,deltaE per km2 per sp.,3581,30997
RUS,COWP,all,-2.768019974445823e-10,4.847282334181241e-12,deltaE per km2 per sp.,59937,30997
RWA,COWP,all,-1.9024956395142518e-07,3.639547682821058e-08,deltaE per km2 per sp.,284,30997
WSM,COWP,all,,,deltaE per km2 per sp.,,30997
SMR,COWP,all,-1.1537584221343877e-09,0.0,deltaE per km2 per sp.,1,30997
TON,COWP,all,-1.1015430345651112e-08,0.0,deltaE per km2 per sp.,1,30997
TTO,COWP,all,-1.644173301760636e-08,2.1757449247269764e-08,deltaE per km2 per sp.,47,30997
TUN,COWP,all,-3.590379476851802e-09,3.1416214360360553e-09,deltaE per km2 per sp.,1268,30997
TKM,COWP,all,-7.275158708716952e-09,1.2449516740213432e-09,deltaE per km2 per sp.,1811,30997
STP,COWP,all,0.0,,deltaE per km2 per sp.,12,30997
SAU,COWP,all,-9.908506883929521e-09,1.0154116791492102e-09,deltaE per km2 per sp.,2744,30997
SEN,COWP,all,-2.704885687180543e-10,5.129966387579921e-10,deltaE per km2 per sp.,1700,30997
SVK,COWP,all,-8.384972210296366e-10,5.310486861177532e-11,deltaE per km2 per sp.,805,30997
SVN,COWP,all,-7.182010772473228e-10,1.7101702423640218e-10,deltaE per km2 per sp.,309,30997
SLB,COWP,all,0.0,,deltaE per km2 per sp.,234,30997
SOM,COWP,all,-4.0692003284440085e-08,2.9122891338649474e-09,deltaE per km2 per sp.,1446,30997
ZAF,COWP,all,-5.208409700206099e-08,2.905940226102147e-09,deltaE per km2 per sp.,8813,30997
SSD,COWP,all,3.699384538615728e-08,2.115951620176012e-09,deltaE per km2 per sp.,3062,30997
ESP,COWP,all,-2.348409382082261e-09,3.180890195184181e-10,deltaE per km2 per sp.,7538,30997
LKA,COWP,all,-4.423748104381543e-08,2.0980582205553866e-08,deltaE per km2 per sp.,746,30997
KNA,COWP,all,0.0,2.439152451378881e-08,deltaE per km2 per sp.,3,30997
LCA,COWP,all,-2.3066736787313857e-07,1.170753343072978e-07,deltaE per km2 per sp.,6,30997
VCT,COWP,all,0.0,,deltaE per km2 per sp.,4,30997
SDN,COWP,all,-2.713954923588037e-09,7.812058264265452e-11,deltaE per km2 per sp.,8392,30997
SUR,COWP,all,0.0,1.3420733365931234e-08,deltaE per km2 per sp.,93,30997
SWZ,COWP,all,-3.2669392944169023e-08,5.064023086992978e-09,deltaE per km2 per sp.,231,30997
SWE,COWP,all,-5.416065266832096e-11,6.966758888897985e-12,deltaE per km2 per sp.,2091,30997
CHE,COWP,all,-1.4153579394344428e-09,9.587290308515191e-11,deltaE per km2 per sp.,538,30997
SYR,COWP,all,-6.487138864089856e-09,1.2224474920332187e-09,deltaE per km2 per sp.,1731,30997
TWN,COWP,all,-1.5322350707179603e-07,1.8497847381002628e-08,deltaE per km2 per sp.,331,30997
TJK,COWP,all,-6.62213670829901e-08,1.1161758739751903e-08,deltaE per km2 per sp.,948,30997
TZA,COWP,all,-3.9074374894539614e-08,7.939154003587813e-09,deltaE per km2 per sp.,7167,30997
THA,COWP,all,-1.542563141203321e-08,1.1166440456868136e-09,deltaE per km2 per sp.,5356,30997
TLS,COWP,all,-5.668355019646957e-07,5.4350213746919495e-08,deltaE per km2 per sp.,168,30997
TGO,COWP,all,-7.937875861130761e-09,7.867430770132101e-10,deltaE per km2 per sp.,606,30997
TUV,COWP,all,,,deltaE per km2 per sp.,,30997
UGA,COWP,all,-4.1381992305109053e-08,7.82953164373052e-09,deltaE per km2 per sp.,2155,30997
URY,COWP,all,-5.4120541336345376e-08,2.4440713172372564e-09,deltaE per km2 per sp.,2434,30997
UZB,COWP,all,-3.6677900454696453e-09,3.114719627242017e-10,deltaE per km2 per sp.,2188,30997
VUT,COWP,all,0.0,,deltaE per km2 per sp.,93,30997
VAT,COWP,all,,,deltaE per km2 per sp.,,30997
VEN,COWP,all,-2.5012139518522105e-08,4.181948858935386e-09,deltaE per km2 per sp.,4558,30997
VNM,COWP,all,-4.7679168127534495e-08,1.1236732943933792e-08,deltaE per km2 per sp.,3654,30997
ZMB,COWP,all,-5.798226837832112e-09,3.7255102021430204e-10,deltaE per km2 per sp.,6988,30997
ZWE,COWP,all,-5.469260832436688e-09,3.402707867583956e-10,deltaE per km2 per sp.,4212,30997
YEM,COWP,all,-7.691219457204386e-08,6.840650802808404e-09,deltaE per km2 per sp.,2146,30997
UKR,COWP,all,-6.367910533938378e-10,3.3543568972022807e-11,deltaE per km2 per sp.,10316,30997
BHR,COWP,all,0.0,,deltaE per km2 per sp.,5,30997
KWT,COWP,all,-6.256846169644392e-12,9.608842144124491e-11,deltaE per km2 per sp.,57,30997
QAT,COWP,all,-4.866820835225383e-10,7.336868423556572e-10,deltaE per km2 per sp.,106,30997
ARE,COWP,all,-1.3994260250037766e-11,6.133023924794341e-10,deltaE per km2 per sp.,301,30997
TUR,COWP,all,-2.268847177156376e-09,1.9377958494090057e-10,deltaE per km2 per sp.,11442,30997
ISR,COWP,all,-3.172207744892251e-09,2.9269702780309858e-09,deltaE per km2 per sp.,167,30997
BGD,COWP,all,-6.822493511753018e-09,1.5060918015841254e-09,deltaE per km2 per sp.,1725,30997
MMR,COWP,all,2.050947135728099e-08,2.0471479987925253e-09,deltaE per km2 per sp.,5697,30997
IND,COWP,all,-3.958233794158314e-08,2.583461192243497e-09,deltaE per km2 per sp.,37074,30997
BEN,COWP,all,-1.595194236746451e-09,4.4027812908478214e-10,deltaE per km2 per sp.,1274,30997
NER,COWP,all,-3.019565310020285e-10,4.3467472809606534e-11,deltaE per km2 per sp.,3061,30997
NGA,COWP,all,-6.785780853037992e-10,6.659261365138257e-10,deltaE per km2 per sp.,10403,30997
111,COWP,all,-1.262771668134044e-08,2.242599051033691e-09,deltaE per km2 per sp.,59,30997
112,COWP,all,0.0,,deltaE per km2 per sp.,2,30997
113,COWP,all,0.0,,deltaE per km2 per sp.,1,30997
114,COWP,all,0.0,,deltaE per km2 per sp.,1,30997
115,COWP,all,,,deltaE per km2 per sp.,,30997
116,COWP,all,0.0,,deltaE per km2 per sp.,1,30997
117,COWP,all,-1.3897507458569133e-11,7.166175627052251e-12,deltaE per km2 per sp.,9,30997
118,COWP,all,1.0908985967708097e-11,6.258159816805847e-12,deltaE per km2 per sp.,6,30997
119,COWP,all,0.0,,deltaE per km2 per sp.,1,30997
120,COWP,all,,,deltaE per km2 per sp.,,30997
121,COWP,all,,,deltaE per km2 per sp.,,30997
122,COWP,all,,,deltaE per km2 per sp.,,30997
123,COWP,all,,,deltaE per km2 per sp.,,30997
124,COWP,all,,,deltaE per km2 per sp.,,30997
125,COWP,all,,,deltaE per km2 per sp.,,30997
126,COWP,all,,,deltaE per km2 per sp.,,30997
127,COWP,all,,,deltaE per km2 per sp.,,30997
128,COWP,all,,,deltaE per km2 per sp.,,30997
129,COWP,all,-3.4876699824753084e-08,2.0196417191030204e-08,deltaE per km2 per sp.,74,30997
ESH,COWP,all,,,deltaE per km2 per sp.,,30997
AFG,ORTS,all,-1.3739785763088096e-08,9.811364938691405e-10,deltaE per km2 per sp.,7182,30997
GBR,ORTS,all,-5.978638387447695e-10,3.971986150728185e-11,deltaE per km2 per sp.,4875,30997
ALB,ORTS,all,-3.310123163434844e-09,6.825480403432837e-10,deltaE per km2 per sp.,433,30997
DZA,ORTS,all,-4.032400487609872e-09,2.0282454000875324e-10,deltaE per km2 per sp.,3646,30997
USA,ORTS,all,-2.5448667508201044e-09,8.576613467381902e-11,deltaE per km2 per sp.,80243,30997
ATA,ORTS,all,,,deltaE per km2 per sp.,,30997
ATG,ORTS,all,4.5601735110624625e-10,2.886841946029601e-07,deltaE per km2 per sp.,4,30997
ARG,ORTS,all,-6.900221496432616e-09,2.148396334471986e-10,deltaE per km2 per sp.,17172,30997
AND,ORTS,all,-2.8089093551120214e-11,9.107771828387179e-11,deltaE per km2 per sp.,2,30997
AGO,ORTS,all,-9.924427693968861e-09,5.760662179390781e-10,deltaE per km2 per sp.,12422,30997
ARM,ORTS,all,-3.752138556205915e-09,9.672990875210578e-10,deltaE per km2 per sp.,443,30997
NLD,ORTS,all,-4.133793307659062e-11,3.329564125776862e-11,deltaE per km2 per sp.,659,30997
AUS,ORTS,all,-9.222568898130267e-09,2.531441582284801e-10,deltaE per km2 per sp.,18933,30997
AUT,ORTS,all,-1.0194801954137204e-09,4.474854539179966e-11,deltaE per km2 per sp.,1211,30997
AZE,ORTS,all,-9.58474802996316e-10,8.627817035499055e-11,deltaE per km2 per sp.,1256,30997
BHS,ORTS,all,3.8589218269752406e-11,3.3419147597184495e-11,deltaE per km2 per sp.,4,30997
BRB,ORTS,all,-9.025526026028497e-08,1.5742175835043957e-07,deltaE per km2 per sp.,6,30997
BLR,ORTS,all,-2.583204486272902e-10,8.724175515140591e-12,deltaE per km2 per sp.,3884,30997
BEL,ORTS,all,-3.6417588744517727e-10,2.6786418357152596e-11,deltaE per km2 per sp.,555,30997
BLZ,ORTS,all,-6.0270635867360766e-09,4.902943826132444e-09,deltaE per km2 per sp.,147,30997
BTN,ORTS,all,9.71818089218798e-09,1.1431172932492164e-08,deltaE per km2 per sp.,284,30997
BOL,ORTS,all,-2.1841477141945477e-08,2.817386903756512e-09,deltaE per km2 per sp.,7166,30997
BIH,ORTS,all,-1.1604144840225405e-09,6.705615767161994e-11,deltaE per km2 per sp.,805,30997
BWA,ORTS,all,-3.280836284455978e-09,2.922203299890121e-10,deltaE per km2 per sp.,1060,30997
NOR,ORTS,all,-2.284044310369241e-11,1.7424152171585763e-11,deltaE per km2 per sp.,841,30997
COL,ORTS,all,-3.9528811963951524e-08,4.02891122532119e-09,deltaE per km2 per sp.,6456,30997
COM,ORTS,all,-9.643408057276777e-08,5.1338509357750096e-08,deltaE per km2 per sp.,12,30997
BRA,ORTS,all,-2.097674851759158e-08,8.627817057661422e-10,deltaE per km2 per sp.,62682,30997
FRA,ORTS,all,-1.6443082581214063e-08,1.0214397783498396e-09,deltaE per km2 per sp.,9273,30997
COD,ORTS,all,2.000577080837269e-09,6.866478875824263e-10,deltaE per km2 per sp.,16361,30997
COG,ORTS,all,-1.8434286878663305e-09,4.5140335905792993e-10,deltaE per km2 per sp.,2060,30997
NZL,ORTS,all,-1.0748089917888089e-08,1.2829118696450544e-09,deltaE per km2 per sp.,3393,30997
BRN,ORTS,all,-3.3060433074718337e-09,2.856362731766912e-09,deltaE per km2 per sp.,40,30997
BGR,ORTS,all,-9.096470481696724e-10,3.7844868628982504e-11,deltaE per km2 per sp.,1643,30997
BFA,ORTS,all,-1.618095379868934e-09,4.934138514507199e-11,deltaE per km2 per sp.,2996,30997
BDI,ORTS,all,-3.329177140824797e-09,2.1034014441256156e-09,deltaE per km2 per sp.,297,30997
CPV,ORTS,all,0.0,,deltaE per km2 per sp.,39,30997
KHM,ORTS,all,-5.088677882535667e-09,5.652984944685238e-10,deltaE per km2 per sp.,1792,30997
CMR,ORTS,all,-1.7033926851566474e-08,1.7604028408682467e-09,deltaE per km2 per sp.,4165,30997
CAN,ORTS,all,-2.589044808007106e-10,5.116656569743358e-12,deltaE per km2 per sp.,17826,30997
CRI,ORTS,all,4.127451228676755e-07,1.7968729272640798e-07,deltaE per km2 per sp.,504,30997
CIV,ORTS,all,-2.090372685609948e-09,2.4168360734743924e-09,deltaE per km2 per sp.,3429,30997
HRV,ORTS,all,-9.773122556161805e-10,1.4163223777714272e-10,deltaE per km2 per sp.,854,30997
CUB,ORTS,all,-3.773818441378449e-09,1.838484652274271e-08,deltaE per km2 per sp.,1194,30997
CAF,ORTS,all,-8.654094479726199e-10,1.2438174388991902e-10,deltaE per km2 per sp.,3401,30997
TCD,ORTS,all,-2.9911207793454107e-09,1.190753084923222e-10,deltaE per km2 per sp.,3728,30997
CHL,ORTS,all,-1.2024008653749399e-08,1.2410621716594052e-09,deltaE per km2 per sp.,4447,30997
CHN,ORTS,all,-9.463067304573113e-09,5.940736623811455e-10,deltaE per km2 per sp.,74562,30997
CYP,ORTS,all,2.4943892845969225e-09,1.2841656448631222e-08,deltaE per km2 per sp.,113,30997
CZE,ORTS,all,-3.6304841750751135e-10,1.6636743393110733e-11,deltaE per km2 per sp.,1395,30997
DNK,ORTS,all,-6.037273950772994e-11,1.1856147571405981e-11,deltaE per km2 per sp.,881,30997
DJI,ORTS,all,0.0,1.4530215152674307e-13,deltaE per km2 per sp.,26,30997
DMA,ORTS,all,-8.260456489557066e-08,6.092012187251192e-08,deltaE per km2 per sp.,11,30997
DOM,ORTS,all,-8.738617945361627e-08,2.196117247987282e-08,deltaE per km2 per sp.,562,30997
ECU,ORTS,all,9.078595050050632e-08,1.102740972088985e-08,deltaE per km2 per sp.,1977,30997
EGY,ORTS,all,-2.865721064672268e-10,1.6210843996333977e-10,deltaE per km2 per sp.,1358,30997
SLV,ORTS,all,-2.2963253080368117e-08,7.834892245814762e-09,deltaE per km2 per sp.,249,30997
GNQ,ORTS,all,-7.339209794936505e-09,3.303931752212769e-09,deltaE per km2 per sp.,206,30997
ERI,ORTS,all,1.8296174747162677e-08,6.6048527293281994e-09,deltaE per km2 per sp.,553,30997
EST,ORTS,all,-1.3132709090015465e-10,6.5755503073100955e-12,deltaE per km2 per sp.,904,30997
ETH,ORTS,all,8.949633615489764e-11,2.0962890080604285e-09,deltaE per km2 per sp.,6618,30997
FJI,ORTS,all,1.5970089371726797e-07,6.380277797340043e-08,deltaE per km2 per sp.,113,30997
FIN,ORTS,all,-5.765093497839763e-11,2.6566390452127525e-12,deltaE per km2 per sp.,2539,30997
GAB,ORTS,all,-2.4132140217474094e-09,3.8561461523402936e-10,deltaE per km2 per sp.,693,30997
GMB,ORTS,all,-6.9463386234008835e-09,7.570351841041466e-10,deltaE per km2 per sp.,127,30997
MAR,ORTS,all,-1.2027373953873649e-08,5.242074595140855e-10,deltaE per km2 per sp.,3451,30997
MOZ,ORTS,all,-3.829339027764085e-08,2.3855685923702974e-09,deltaE per km2 per sp.,7686,30997
